22
l_orderkey|l_partkey|l_suppkey|l_linenumber|l_quantity|l_extendedprice|l_discount|l_tax|l_returnflag|l_linestatus|l_shipdate|l_commitdate|l_receiptdate|l_shipinstruct|l_shipmode|l_comment|q3_annot|q10_annot|q18_annot|q8_annot|q9_annot1|q9_annot2|
15841|524|15|2|45.00|64103.40|0.00|0.05|N|O|1996-06-28|1996-07-19|1996-07-24|TAKE BACK RETURN|SHIP|ate blithely alongside of the regular |64103|0|0|64103|64103|45|
15842|243|19|1|35.00|40013.40|0.03|0.02|R|F|1993-08-27|1993-08-15|1993-09-24|NONE|REG AIR|ular requests along the slyly re|0|38813|0|38813|38813|35|
15842|472|7|2|13.00|17842.11|0.10|0.04|R|F|1993-07-25|1993-06-22|1993-07-26|TAKE BACK RETURN|FOB|jole slyly fluff|0|16058|0|16058|16058|13|
15842|454|27|3|28.00|37924.60|0.05|0.06|R|F|1993-07-05|1993-08-12|1993-07-27|COLLECT COD|FOB|jole quickly up the finally ironic e|0|36028|0|36028|36028|28|
15843|351|28|1|37.00|46299.95|0.09|0.06|N|O|1996-03-04|1996-01-30|1996-03-06|DELIVER IN PERSON|TRUCK|ts impress carefully. slyly reg|42133|0|0|42133|42133|37|
15843|288|19|2|33.00|39213.24|0.09|0.03|N|O|1996-01-21|1995-12-31|1996-02-13|COLLECT COD|AIR|osits sleep. slyly express|35684|0|0|35684|35684|33|
15843|600|27|3|7.00|10504.20|0.10|0.02|N|O|1996-02-10|1995-12-19|1996-03-08|TAKE BACK RETURN|FOB|sts. blithely special pinto beans after|9454|0|0|9454|9454|7|
15843|157|14|4|20.00|21143.00|0.05|0.02|N|O|1996-01-16|1996-02-05|1996-02-02|NONE|RAIL|uickly pending |20086|0|0|20086|20086|20|
15843|328|16|5|47.00|57731.04|0.06|0.05|N|O|1995-11-21|1996-01-18|1995-12-04|COLLECT COD|TRUCK|ously: ironically special pac|54267|0|0|54267|54267|47|
15844|249|10|1|16.00|18387.84|0.00|0.07|A|F|1993-05-30|1993-05-16|1993-06-03|COLLECT COD|MAIL|riously al|0|0|0|18388|18388|16|
15845|91|2|1|36.00|35679.24|0.04|0.06|N|O|1997-03-21|1997-01-24|1997-03-31|TAKE BACK RETURN|SHIP|press dolphins ca|34252|0|0|34252|34252|36|
15845|474|9|2|35.00|48106.45|0.09|0.07|N|O|1997-02-04|1997-01-19|1997-02-28|TAKE BACK RETURN|FOB| quickly ironic accounts h|43777|0|0|43777|43777|35|
15845|112|13|3|8.00|8096.88|0.02|0.06|N|O|1996-12-12|1997-01-23|1996-12-30|NONE|REG AIR|ng requests. carefully unusual pl|7935|0|0|7935|7935|8|
15845|221|10|4|28.00|31394.16|0.03|0.04|N|O|1997-02-08|1996-12-26|1997-03-09|DELIVER IN PERSON|AIR|ns. furiously even packages haggle slowl|30452|0|0|30452|30452|28|
15845|321|22|5|21.00|25647.72|0.06|0.08|N|O|1997-01-03|1997-01-31|1997-01-16|COLLECT COD|FOB|nstruction|24109|0|0|24109|24109|21|
15846|459|16|1|48.00|65253.60|0.06|0.07|A|F|1993-05-18|1993-07-26|1993-06-13|DELIVER IN PERSON|RAIL|s integrate carefully after |0|0|0|61338|61338|48|
15846|138|30|2|6.00|6228.78|0.03|0.06|R|F|1993-07-01|1993-06-26|1993-07-17|COLLECT COD|AIR|he carefully unusual courts. carefully|0|6042|0|6042|6042|6|
15846|415|26|3|1.00|1315.41|0.04|0.06|A|F|1993-07-17|1993-07-26|1993-08-16|TAKE BACK RETURN|AIR|usual theodoli|0|0|0|1263|1263|1|
15846|56|27|4|38.00|36329.90|0.08|0.05|R|F|1993-09-03|1993-07-01|1993-09-20|NONE|SHIP| unusual deposits use qu|0|33424|0|33424|33424|38|
15847|283|2|1|26.00|30765.28|0.05|0.05|N|O|1996-09-17|1996-08-18|1996-10-16|DELIVER IN PERSON|RAIL|ly regular requests. b|29227|0|0|29227|29227|26|
15847|580|3|2|38.00|56262.04|0.05|0.04|N|O|1996-08-20|1996-09-16|1996-09-17|NONE|AIR|ts. carefully daring deposits abo|53449|0|0|53449|53449|38|
15847|596|15|3|33.00|49387.47|0.06|0.02|N|O|1996-08-21|1996-08-27|1996-09-16|DELIVER IN PERSON|TRUCK|s. blithely e|46424|0|0|46424|46424|33|
15847|245|21|4|44.00|50390.56|0.10|0.01|N|O|1996-08-03|1996-09-08|1996-08-09|COLLECT COD|MAIL| fluffily pending pinto beans. pending, |45352|0|0|45352|45352|44|
15847|367|27|5|36.00|45624.96|0.02|0.08|N|O|1996-07-11|1996-10-02|1996-08-03|NONE|MAIL|its. furiously reg|44712|0|0|44712|44712|36|
15872|269|30|1|9.00|10523.34|0.04|0.05|R|F|1992-12-17|1992-12-17|1993-01-14|DELIVER IN PERSON|RAIL|ole. carefully ironi|0|10102|0|10102|10102|9|
15872|404|15|2|34.00|44349.60|0.03|0.04|A|F|1992-11-15|1993-01-02|1992-11-25|NONE|RAIL|egular packages haggle fu|0|0|0|43019|43019|34|
15872|168|19|3|28.00|29908.48|0.00|0.05|R|F|1993-02-12|1993-01-03|1993-03-04|COLLECT COD|MAIL|quietly regular warthogs|0|29908|0|29908|29908|28|
15873|20|28|1|19.00|17480.38|0.05|0.01|R|F|1994-10-04|1994-09-01|1994-10-11|TAKE BACK RETURN|SHIP|g ideas are blithely ironic packages-- q|0|16606|0|16606|16606|19|
15874|166|29|1|30.00|31984.80|0.03|0.06|N|O|1996-05-11|1996-07-06|1996-05-26|DELIVER IN PERSON|REG AIR|tes. blithely sly dolphins haggle|31025|0|0|31025|31025|30|
15874|103|14|2|36.00|36111.60|0.03|0.04|N|O|1996-06-10|1996-06-09|1996-06-25|COLLECT COD|AIR|eas haggle about|35028|0|0|35028|35028|36|
15875|455|12|1|21.00|28464.45|0.03|0.07|N|O|1996-10-30|1996-10-12|1996-11-15|DELIVER IN PERSON|MAIL|ly even ideas sleep. furiously even braids|27611|0|0|27611|27611|21|
15875|581|12|2|27.00|40002.66|0.01|0.04|N|O|1996-11-04|1996-11-24|1996-11-30|COLLECT COD|SHIP|r ironic foxes. slyly even frets a|39603|0|0|39603|39603|27|
15875|35|6|3|25.00|23375.75|0.04|0.08|N|O|1996-09-18|1996-10-13|1996-09-24|TAKE BACK RETURN|SHIP|slyly ironic ac|22441|0|0|22441|22441|25|
15875|411|2|4|43.00|56390.63|0.06|0.04|N|O|1996-11-10|1996-10-04|1996-11-16|TAKE BACK RETURN|AIR|uctions affix quickl|53007|0|0|53007|53007|43|
15876|495|16|1|44.00|61401.56|0.09|0.03|A|F|1995-03-17|1995-03-29|1995-04-03|COLLECT COD|SHIP| wake against the slyly spe|55875|0|0|55875|55875|44|
15876|446|9|2|28.00|37700.32|0.09|0.01|R|F|1995-02-08|1995-03-24|1995-02-18|COLLECT COD|TRUCK|ons cajole slyly. carefully |0|34307|0|34307|34307|28|
15877|146|8|1|37.00|38707.18|0.05|0.01|N|O|1996-04-10|1996-05-15|1996-04-26|COLLECT COD|SHIP|rouches haggle bl|36772|0|0|36772|36772|37|
15877|182|16|2|28.00|30301.04|0.04|0.05|N|O|1996-04-06|1996-05-22|1996-04-23|NONE|REG AIR|s wake slyly. |29089|0|0|29089|29089|28|
15877|127|30|3|5.00|5135.60|0.06|0.08|N|O|1996-06-21|1996-05-25|1996-06-22|NONE|REG AIR|lets are ironic, unusual accounts. accounts|4827|0|0|4827|4827|5|
15878|426|19|1|48.00|63668.16|0.08|0.01|A|F|1994-01-04|1993-12-11|1994-01-09|TAKE BACK RETURN|REG AIR|sly final dinos. bold pinto beans |0|0|0|58575|58575|48|
15878|472|23|2|2.00|2744.94|0.07|0.02|R|F|1993-12-07|1994-01-15|1993-12-18|COLLECT COD|SHIP|uffily express dolphin|0|2553|0|2553|2553|2|
15878|519|4|3|35.00|49682.85|0.05|0.00|R|F|1994-01-27|1993-12-13|1994-02-05|DELIVER IN PERSON|AIR|ts sleep above the even inst|0|47199|0|47199|47199|35|
15878|32|11|4|38.00|35417.14|0.09|0.08|R|F|1994-01-09|1993-12-05|1994-01-23|NONE|TRUCK|gle furiously regular|0|32230|0|32230|32230|38|
15878|534|25|5|44.00|63119.32|0.01|0.01|A|F|1993-12-11|1994-01-15|1993-12-20|NONE|TRUCK|its haggle carefully. blithely busy req|0|0|0|62488|62488|44|
15879|100|11|1|46.00|46004.60|0.04|0.01|N|O|1997-11-01|1997-08-06|1997-11-07|DELIVER IN PERSON|FOB|thely bold requests haggl|44164|0|0|44164|44164|46|
15879|419|30|2|44.00|58054.04|0.02|0.06|N|O|1997-08-09|1997-09-06|1997-08-18|COLLECT COD|TRUCK|accounts haggle ironic, i|56893|0|0|56893|56893|44|
15879|242|18|3|34.00|38836.16|0.10|0.01|N|O|1997-09-11|1997-09-28|1997-09-20|NONE|RAIL|are alongside of the quickly fin|34953|0|0|34953|34953|34|
15904|235|24|1|26.00|29515.98|0.10|0.04|R|F|1995-02-10|1994-12-21|1995-02-26|COLLECT COD|RAIL|ckly accounts. furiously e|0|26564|0|26564|26564|26|
15904|65|15|2|15.00|14475.90|0.03|0.01|A|F|1995-02-25|1994-12-24|1995-03-09|DELIVER IN PERSON|REG AIR| sleep. slyly final deposits sleep careful|0|0|0|14042|14042|15|
15904|515|30|3|26.00|36803.26|0.00|0.03|R|F|1995-01-17|1994-12-10|1995-02-07|COLLECT COD|MAIL|sits serve |0|36803|0|36803|36803|26|
15904|407|18|4|4.00|5229.60|0.09|0.06|R|F|1994-11-17|1995-01-01|1994-11-26|COLLECT COD|TRUCK|ts. quickly final deposits alongside of|0|4759|0|4759|4759|4|
15904|460|17|5|48.00|65302.08|0.04|0.08|A|F|1994-12-13|1995-01-14|1995-01-12|TAKE BACK RETURN|SHIP|sly special theodolites sleep slyly f|0|0|0|62690|62690|48|
15905|255|1|1|7.00|8086.75|0.03|0.03|A|F|1993-08-25|1993-07-10|1993-09-01|NONE|SHIP|gular foxes affix carefully final wat|0|0|0|7844|7844|7|
15906|286|3|1|9.00|10676.52|0.07|0.08|R|F|1993-11-11|1993-11-11|1993-11-25|TAKE BACK RETURN|RAIL|eans. fluffil|0|9929|0|9929|9929|9|
15906|143|5|2|42.00|43811.88|0.07|0.00|R|F|1993-10-18|1993-11-09|1993-10-20|COLLECT COD|AIR|uests. quickly final deposits |0|40745|0|40745|40745|42|
15906|225|28|3|39.00|43883.58|0.05|0.03|R|F|1993-10-05|1993-11-21|1993-10-18|COLLECT COD|MAIL| carefully ironic deposits. pendi|0|41689|0|41689|41689|39|
15907|215|6|1|4.00|4460.84|0.01|0.00|R|F|1995-05-05|1995-06-11|1995-05-20|TAKE BACK RETURN|AIR|the even requests. flu|4416|4416|0|4416|4416|4|
15907|438|10|2|34.00|45506.62|0.00|0.05|A|F|1995-04-29|1995-06-05|1995-05-12|DELIVER IN PERSON|REG AIR|l packages. unusual platelets |45507|0|0|45507|45507|34|
15907|146|8|3|35.00|36614.90|0.08|0.01|A|F|1995-04-23|1995-05-18|1995-05-12|DELIVER IN PERSON|RAIL|fully regular ideas. |33686|0|0|33686|33686|35|
15907|169|2|4|48.00|51319.68|0.03|0.06|A|F|1995-05-05|1995-05-28|1995-05-12|DELIVER IN PERSON|FOB|he even ideas. furiously even requests wake|49780|0|0|49780|49780|48|
15907|467|24|5|19.00|25981.74|0.09|0.07|N|O|1995-07-19|1995-05-31|1995-08-10|DELIVER IN PERSON|RAIL|ackages hagg|23643|0|0|23643|23643|19|
15907|407|8|6|32.00|41836.80|0.10|0.01|R|F|1995-05-20|1995-07-06|1995-06-02|TAKE BACK RETURN|RAIL| wake furio|37653|37653|0|37653|37653|32|
15908|598|25|1|17.00|25476.03|0.05|0.05|N|O|1996-04-04|1996-03-19|1996-04-24|TAKE BACK RETURN|SHIP|pecial foxes. carefully un|24202|0|0|24202|24202|17|
15908|484|21|2|12.00|16613.76|0.02|0.04|N|O|1996-05-05|1996-03-11|1996-05-15|DELIVER IN PERSON|SHIP|ording to the carefully pen|16281|0|0|16281|16281|12|
15908|361|29|3|3.00|3784.08|0.02|0.03|N|O|1996-03-26|1996-03-04|1996-04-09|DELIVER IN PERSON|RAIL|ter the enticingly even platelet|3708|0|0|3708|3708|3|
15908|67|17|4|22.00|21275.32|0.03|0.05|N|O|1996-02-24|1996-04-11|1996-02-26|NONE|MAIL|ly bold packages su|20637|0|0|20637|20637|22|
15908|129|2|5|32.00|32931.84|0.06|0.06|N|O|1996-05-08|1996-03-03|1996-05-18|NONE|AIR|ix against the furiously iron|30956|0|0|30956|30956|32|
15908|290|9|6|47.00|55943.63|0.05|0.01|N|O|1996-02-04|1996-04-05|1996-02-21|DELIVER IN PERSON|RAIL|ove the fluffily ironi|53146|0|0|53146|53146|47|
15908|393|4|7|5.00|6466.95|0.07|0.08|N|O|1996-05-13|1996-03-05|1996-05-23|NONE|AIR|near the requests: carefully ev|6014|0|0|6014|6014|5|
15909|214|17|1|8.00|8913.68|0.05|0.01|N|O|1997-01-22|1997-02-10|1997-02-12|TAKE BACK RETURN|SHIP|regular packages. slyly ironic th|8468|0|0|8468|8468|8|
15909|242|18|2|19.00|21702.56|0.01|0.00|N|O|1997-04-02|1997-02-03|1997-04-27|COLLECT COD|RAIL|s boost carefully a|21486|0|0|21486|21486|19|
15909|296|13|3|39.00|46655.31|0.10|0.04|N|O|1997-02-21|1997-01-24|1997-03-18|DELIVER IN PERSON|TRUCK|ven dependencies. caref|41990|0|0|41990|41990|39|
15909|236|9|4|32.00|36359.36|0.10|0.02|N|O|1996-12-28|1997-02-22|1997-01-21|TAKE BACK RETURN|FOB| of the fluffily furious foxes. b|32723|0|0|32723|32723|32|
15909|348|25|5|14.00|17476.76|0.01|0.05|N|O|1997-02-07|1997-03-13|1997-02-09|NONE|RAIL|ithely regular pinto beans sle|17302|0|0|17302|17302|14|
15910|207|11|1|6.00|6643.20|0.08|0.03|N|O|1997-12-20|1997-11-06|1998-01-01|DELIVER IN PERSON|MAIL|slyly unusual deposits a|6112|0|0|6112|6112|6|
15910|540|1|2|7.00|10083.78|0.06|0.01|N|O|1997-10-02|1997-11-11|1997-10-31|TAKE BACK RETURN|MAIL|s sleep blithely across |9479|0|0|9479|9479|7|
15910|532|23|3|30.00|42975.90|0.04|0.04|N|O|1997-11-08|1997-09-27|1997-12-07|TAKE BACK RETURN|TRUCK|pending dependencies. carefully fina|41257|0|0|41257|41257|30|
15910|369|7|4|1.00|1269.36|0.10|0.06|N|O|1997-09-13|1997-11-17|1997-09-25|NONE|REG AIR|foxes engage flu|1142|0|0|1142|1142|1|
15910|547|23|5|43.00|62244.22|0.01|0.04|N|O|1997-09-21|1997-10-29|1997-09-22|NONE|MAIL|inal theod|61622|0|0|61622|61622|43|
15910|24|16|6|3.00|2772.06|0.03|0.07|N|O|1997-09-18|1997-11-03|1997-10-15|TAKE BACK RETURN|REG AIR|o beans alongside of the regul|2689|0|0|2689|2689|3|
15911|417|28|1|20.00|26348.20|0.00|0.02|N|O|1995-10-26|1995-11-09|1995-11-21|TAKE BACK RETURN|TRUCK|. even accounts are carefully! ironic|26348|0|0|26348|26348|20|
15911|531|16|2|8.00|11452.24|0.10|0.06|N|O|1995-09-23|1995-11-25|1995-10-06|NONE|SHIP|ss requests. deposits wake blith|10307|0|0|10307|10307|8|
15911|57|6|3|1.00|957.05|0.10|0.05|N|O|1995-11-29|1995-12-02|1995-12-19|DELIVER IN PERSON|TRUCK|symptotes. regular, regular accounts w|861|0|0|861|861|1|
15936|426|28|1|19.00|25201.98|0.06|0.04|N|O|1996-09-11|1996-10-24|1996-09-29|DELIVER IN PERSON|MAIL|ng ideas of the slyly ironic accounts |23690|0|0|23690|23690|19|
15936|456|13|2|38.00|51545.10|0.10|0.01|N|O|1996-11-25|1996-11-24|1996-12-01|NONE|REG AIR|nic requests. regular, permanent requ|46391|0|0|46391|46391|38|
15936|554|5|3|33.00|48000.15|0.09|0.07|N|O|1996-12-10|1996-11-28|1997-01-08|NONE|MAIL|ly final foxes!|43680|0|0|43680|43680|33|
15936|114|25|4|24.00|24338.64|0.10|0.01|N|O|1996-09-10|1996-11-01|1996-10-10|NONE|AIR|o beans. thinly pending |21905|0|0|21905|21905|24|
15936|404|25|5|4.00|5217.60|0.00|0.03|N|O|1996-09-19|1996-10-08|1996-09-29|NONE|AIR|xpress ideas. slowly expre|5218|0|0|5218|5218|4|
15936|580|3|6|20.00|29611.60|0.08|0.07|N|O|1996-12-25|1996-12-03|1997-01-08|NONE|AIR|foxes sleep up the blithely regu|27243|0|0|27243|27243|20|
15937|47|18|1|43.00|40722.72|0.09|0.01|R|F|1992-11-11|1993-01-02|1992-11-18|DELIVER IN PERSON|MAIL|y. carefully pending pinto beans p|0|37058|0|37058|37058|43|
15937|41|12|2|24.00|22584.96|0.01|0.08|A|F|1992-11-09|1992-12-20|1992-12-04|DELIVER IN PERSON|SHIP| unusual, ironi|0|0|0|22359|22359|24|
15937|119|10|3|4.00|4076.44|0.05|0.08|R|F|1992-11-15|1992-12-14|1992-11-29|TAKE BACK RETURN|AIR| permanently about the|0|3873|0|3873|3873|4|
15938|32|3|1|16.00|14912.48|0.07|0.01|N|O|1996-07-24|1996-06-08|1996-08-08|NONE|RAIL| against the fluffily ironic deposits. |13869|0|0|13869|13869|16|
15938|116|27|2|31.00|31499.41|0.08|0.04|N|O|1996-07-28|1996-07-18|1996-08-23|TAKE BACK RETURN|AIR|scapades lose slyly regular, ironic acco|28979|0|0|28979|28979|31|
15938|387|28|3|48.00|61794.24|0.03|0.07|N|O|1996-07-12|1996-06-27|1996-07-26|COLLECT COD|SHIP|hely even |59940|0|0|59940|59940|48|
15938|378|27|4|38.00|48578.06|0.01|0.07|N|O|1996-08-27|1996-07-19|1996-09-14|DELIVER IN PERSON|SHIP|ies cajole. furiously special in|48092|0|0|48092|48092|38|
15938|572|29|5|3.00|4417.71|0.06|0.01|N|O|1996-08-03|1996-07-15|1996-08-16|COLLECT COD|MAIL| accounts. final instructio|4153|0|0|4153|4153|3|
15939|363|12|1|47.00|59377.92|0.03|0.02|N|O|1997-03-20|1997-03-29|1997-04-14|DELIVER IN PERSON|SHIP|. regular, special accounts n|57597|0|0|57597|57597|47|
15939|53|24|2|29.00|27638.45|0.00|0.01|N|O|1997-05-26|1997-03-11|1997-06-17|DELIVER IN PERSON|TRUCK|unts among the regula|27638|0|0|27638|27638|29|
15939|203|20|3|23.00|25373.60|0.08|0.01|N|O|1997-05-26|1997-05-02|1997-05-31|DELIVER IN PERSON|TRUCK|inal foxes haggle. bold foxes ca|23344|0|0|23344|23344|23|
15939|559|5|4|20.00|29191.00|0.02|0.02|N|O|1997-04-24|1997-04-09|1997-05-21|COLLECT COD|REG AIR|ometimes across the furiously final pa|28607|0|0|28607|28607|20|
15939|500|21|5|19.00|26609.50|0.05|0.00|N|O|1997-06-06|1997-05-04|1997-06-11|NONE|TRUCK|arefully specia|25279|0|0|25279|25279|19|
15940|126|29|1|12.00|12313.44|0.07|0.00|A|F|1992-02-17|1992-03-31|1992-03-01|NONE|REG AIR|le after the |0|0|0|11451|11451|12|
15940|57|14|2|43.00|41153.15|0.04|0.06|R|F|1992-03-16|1992-03-29|1992-03-21|TAKE BACK RETURN|SHIP|o beans according to the carefully even |0|39507|0|39507|39507|43|
15940|194|24|3|27.00|29543.13|0.00|0.06|A|F|1992-02-25|1992-04-05|1992-03-20|COLLECT COD|RAIL| above the pending instruct|0|0|0|29543|29543|27|
15941|162|19|1|32.00|33989.12|0.09|0.01|N|O|1996-02-26|1996-01-19|1996-02-28|DELIVER IN PERSON|MAIL|ly unusual excuses. slyly ironic de|30930|0|0|30930|30930|32|
15941|470|21|2|22.00|30150.34|0.01|0.02|N|O|1996-01-30|1996-02-14|1996-02-21|TAKE BACK RETURN|SHIP| evenly final e|29849|0|0|29849|29849|22|
15941|508|8|3|15.00|21127.50|0.00|0.07|N|O|1996-02-01|1996-03-07|1996-02-19|NONE|RAIL|cajole. carefully final deposits w|21128|0|0|21128|21128|15|
15941|126|29|4|17.00|17444.04|0.00|0.00|N|O|1995-12-19|1996-03-04|1996-01-04|NONE|SHIP|ash. pinto beans according to the express |17444|0|0|17444|17444|17|
15941|113|24|5|17.00|17222.87|0.10|0.01|N|O|1996-02-10|1996-01-21|1996-02-19|COLLECT COD|REG AIR|e ironic Tiresias. dependencies are f|15501|0|0|15501|15501|17|
15941|315|3|6|23.00|27952.13|0.03|0.02|N|O|1996-03-14|1996-02-18|1996-03-29|COLLECT COD|AIR|ld requests |27114|0|0|27114|27114|23|
15942|174|25|1|4.00|4296.68|0.05|0.03|A|F|1993-11-16|1993-10-07|1993-12-09|NONE|MAIL| of the bold foxes. careful|0|0|0|4082|4082|4|
15942|396|7|2|41.00|53151.99|0.01|0.02|A|F|1993-09-21|1993-11-07|1993-10-15|COLLECT COD|FOB|y furiously regular deposits. b|0|0|0|52620|52620|41|
15942|195|16|3|24.00|26284.56|0.00|0.05|R|F|1993-11-28|1993-10-14|1993-12-01|COLLECT COD|SHIP|ts nag: slyly special depend|0|26285|0|26285|26285|24|
15942|346|17|4|3.00|3739.02|0.10|0.00|R|F|1993-10-01|1993-10-22|1993-10-22|TAKE BACK RETURN|TRUCK| wake carefully|0|3365|0|3365|3365|3|
15942|482|3|5|20.00|27649.60|0.03|0.01|R|F|1993-09-12|1993-10-27|1993-10-12|NONE|TRUCK| requests. quickly b|0|26820|0|26820|26820|20|
15943|474|9|1|4.00|5497.88|0.10|0.04|R|F|1992-03-18|1992-03-07|1992-04-03|COLLECT COD|MAIL|ructions sublate slyly reg|0|4948|0|4948|4948|4|
15943|563|14|2|42.00|61469.52|0.07|0.05|R|F|1992-02-24|1992-04-28|1992-03-08|DELIVER IN PERSON|REG AIR|uctions. slyly |0|57167|0|57167|57167|42|
15968|530|3|1|4.00|5722.12|0.00|0.01|N|O|1997-07-19|1997-07-07|1997-07-20|COLLECT COD|SHIP|lently bold packages. slyly even deposits|5722|0|0|5722|5722|4|
15968|490|27|2|46.00|63962.54|0.01|0.06|N|O|1997-07-17|1997-06-25|1997-07-19|NONE|SHIP|carefully packages. furiously fi|63323|0|0|63323|63323|46|
15968|493|14|3|2.00|2786.98|0.10|0.06|N|O|1997-08-11|1997-06-09|1997-09-03|COLLECT COD|REG AIR|endencies wake furiously.|2508|0|0|2508|2508|2|
15968|161|12|4|18.00|19100.88|0.08|0.00|N|O|1997-07-11|1997-06-03|1997-07-14|NONE|RAIL|ecial packages-- deposits|17573|0|0|17573|17573|18|
15969|420|21|1|28.00|36971.76|0.08|0.07|A|F|1993-11-15|1993-10-29|1993-11-28|TAKE BACK RETURN|RAIL|the furiously even requ|0|0|0|34014|34014|28|
15969|130|3|2|16.00|16482.08|0.05|0.04|A|F|1993-10-08|1993-09-04|1993-10-17|TAKE BACK RETURN|AIR|into beans detect furiously alongside |0|0|0|15658|15658|16|
15970|503|10|1|40.00|56140.00|0.01|0.07|N|O|1995-09-25|1995-10-28|1995-10-16|NONE|TRUCK|fully. ideas use furiously. sl|55579|0|0|55579|55579|40|
15970|12|20|2|17.00|15504.17|0.07|0.01|N|O|1995-12-03|1995-11-27|1995-12-29|COLLECT COD|TRUCK|ies. regular orbits should doze always re|14419|0|0|14419|14419|17|
15970|330|18|3|44.00|54134.52|0.03|0.07|N|O|1996-01-15|1995-11-04|1996-02-01|TAKE BACK RETURN|REG AIR| dependenci|52510|0|0|52510|52510|44|
15970|563|24|4|13.00|19026.28|0.09|0.06|N|O|1996-01-10|1995-10-27|1996-02-03|NONE|FOB|y final requests wake blithely accord|17314|0|0|17314|17314|13|
15971|225|16|1|36.00|40507.92|0.03|0.02|R|F|1994-09-13|1994-09-29|1994-09-14|NONE|MAIL|ernes need to wake. regular packages a|0|39293|0|39293|39293|36|
15971|482|19|2|25.00|34562.00|0.06|0.02|R|F|1994-11-18|1994-10-25|1994-12-12|DELIVER IN PERSON|TRUCK|urts are re|0|32488|0|32488|32488|25|
15971|129|10|3|49.00|50426.88|0.04|0.00|R|F|1994-11-22|1994-10-05|1994-12-14|DELIVER IN PERSON|FOB|, pending theodolites. slyly even r|0|48410|0|48410|48410|49|
15971|276|23|4|46.00|54108.42|0.10|0.00|A|F|1994-08-22|1994-09-29|1994-09-21|COLLECT COD|TRUCK|cuses are perm|0|0|0|48698|48698|46|
15972|434|6|1|1.00|1334.43|0.02|0.06|N|O|1995-10-26|1995-10-02|1995-11-09|NONE|AIR|refully even courts against the furiousl|1308|0|0|1308|1308|1|
15972|55|4|2|36.00|34381.80|0.10|0.05|N|O|1995-10-14|1995-09-10|1995-10-23|NONE|MAIL|ts with the instructio|30944|0|0|30944|30944|36|
15972|52|17|3|4.00|3808.20|0.04|0.04|N|O|1995-12-05|1995-10-22|1995-12-28|TAKE BACK RETURN|RAIL|ss instructio|3656|0|0|3656|3656|4|
15972|448|29|4|22.00|29665.68|0.07|0.02|N|O|1995-11-19|1995-09-20|1995-11-27|TAKE BACK RETURN|AIR|s! express, |27589|0|0|27589|27589|22|
15973|173|24|1|39.00|41853.63|0.05|0.03|N|O|1997-09-06|1997-08-29|1997-09-29|DELIVER IN PERSON|FOB| dependencies thrash at |39761|0|0|39761|39761|39|
15973|82|11|2|39.00|38301.12|0.00|0.02|N|O|1997-07-25|1997-10-16|1997-08-07|TAKE BACK RETURN|FOB|express ideas-- special deposits sleep |38301|0|0|38301|38301|39|
15974|530|15|1|29.00|41485.37|0.08|0.02|N|O|1995-08-22|1995-07-29|1995-09-14|NONE|TRUCK|s promise slyly. f|38167|0|0|38167|38167|29|
15974|98|9|2|35.00|34933.15|0.06|0.07|N|O|1995-08-07|1995-07-12|1995-09-06|TAKE BACK RETURN|TRUCK|ans boost according to the even|32837|0|0|32837|32837|35|
15974|4|19|3|16.00|14464.00|0.03|0.08|N|O|1995-07-17|1995-06-04|1995-07-26|TAKE BACK RETURN|MAIL|regular deposits after the packages slee|14030|0|0|14030|14030|16|
15975|50|21|1|4.00|3800.20|0.08|0.02|N|O|1998-05-12|1998-03-14|1998-06-05|COLLECT COD|AIR|y. even instruction|3496|0|0|3496|3496|4|
15975|283|2|2|38.00|44964.64|0.05|0.02|N|O|1998-03-10|1998-03-31|1998-03-24|COLLECT COD|REG AIR|s are quickly. fluffily |42716|0|0|42716|42716|38|
15975|170|15|3|9.00|9631.53|0.01|0.00|N|O|1998-05-15|1998-04-14|1998-06-03|COLLECT COD|RAIL|e to haggle caref|9535|0|0|9535|9535|9|
15975|595|18|4|17.00|25425.03|0.08|0.02|N|O|1998-02-20|1998-03-05|1998-03-20|DELIVER IN PERSON|TRUCK|l, ironic requests. regular, qui|23391|0|0|23391|23391|17|
15975|177|22|5|21.00|22620.57|0.06|0.07|N|O|1998-05-01|1998-04-20|1998-05-09|NONE|REG AIR|sts sleep. slyly regular ideas wake. care|21263|0|0|21263|21263|21|
15975|487|17|6|38.00|52724.24|0.01|0.07|N|O|1998-04-14|1998-03-19|1998-04-26|NONE|SHIP|eposits. blithely ironic p|52197|0|0|52197|52197|38|
15975|437|18|7|20.00|26748.60|0.06|0.07|N|O|1998-02-21|1998-03-19|1998-03-15|COLLECT COD|MAIL|even, ironic instructions haggle of th|25144|0|0|25144|25144|20|
16000|16|8|1|32.00|29312.32|0.02|0.02|N|O|1998-03-17|1998-02-10|1998-03-30|TAKE BACK RETURN|RAIL|ously sly requests. final,|28726|0|0|28726|28726|32|
16000|48|27|2|1.00|948.04|0.05|0.07|N|O|1998-01-13|1998-02-05|1998-01-30|NONE|MAIL|deposits use blithely ironic frays. |901|0|0|901|901|1|
16000|254|30|3|22.00|25393.50|0.01|0.08|N|O|1998-03-24|1998-01-23|1998-04-14|DELIVER IN PERSON|SHIP|ar instructions. slowl|25140|0|0|25140|25140|22|
