15
o_orderkey|o_custkey|o_orderstatus|o_totalprice|o_orderdate|o_orderpriority|o_clerk|o_shippriority|o_comment|o_year|q3_annot|q10_annot|q18_annot|q8_annot|q9_annot|
15335|404|F|154508.32|1993-09-18|3-MEDIUM|Clerk#000000071|0|ccounts after the fluffily silent i|1993|1|1|1|0|1|
15360|323|O|76242.60|1997-11-10|4-NOT SPECIFIED|Clerk#000000208|0| unusual theodolites cajole? carefully|1997|0|0|1|0|1|
15361|343|F|37708.09|1994-11-24|1-URGENT|Clerk#000000239|0| along the express,|1994|1|0|1|0|1|
15362|115|F|40092.25|1993-12-03|1-URGENT|Clerk#000000615|0|fully pending requests unwind accounts. express, furi|1993|1|0|1|0|1|
15363|397|O|77151.21|1997-07-07|5-LOW|Clerk#000000068|0|ggle final, even courts. furiously even packages engag|1997|0|0|1|0|1|
15364|125|O|141260.96|1998-01-15|4-NOT SPECIFIED|Clerk#000000298|0|equests wake quietly according to the express accounts. carefully pending|1998|0|0|1|0|1|
15365|337|O|139121.74|1998-01-12|1-URGENT|Clerk#000000018|0|furiously silent packages around the furiously special requests ha|1998|0|0|1|0|1|
15366|322|F|58318.53|1993-12-24|1-URGENT|Clerk#000000414|0|al foxes run. hockey players affi|1993|1|0|1|0|1|
15367|7|F|22215.52|1992-03-16|1-URGENT|Clerk#000000978|0|ns? carefully special requests maintain carefully around the slyly f|1992|1|0|1|0|1|
15392|31|F|26078.09|1993-05-11|5-LOW|Clerk#000000216|0|p among the packages. daring deposits integrate above the furiously regul|1993|1|0|1|0|1|
15393|127|O|30037.43|1997-11-29|3-MEDIUM|Clerk#000000320|0| deposits use slyly slyly final sheaves. regul|1997|0|0|1|0|1|
15394|385|O|93184.88|1996-09-07|5-LOW|Clerk#000000510|0|are slyly blithely express instructions. bold, i|1996|0|0|1|1|1|
15395|1|O|33455.26|1996-05-14|3-MEDIUM|Clerk#000000290|0|idly requests. even accounts hinder ironic packages. furi|1996|0|0|1|1|1|
15396|448|O|123578.26|1997-12-06|1-URGENT|Clerk#000000010|0|ests. slyly express accounts |1997|0|0|1|0|1|
15397|265|F|266667.35|1993-02-07|1-URGENT|Clerk#000000993|0|ilent accounts cajole furiously requests. unusual, regula|1993|1|0|1|0|1|
15398|244|F|51391.78|1993-11-14|4-NOT SPECIFIED|Clerk#000000181|0| the ironic, enticing packages sleep ironic excuses. slyly si|1993|1|0|1|0|1|
15399|421|F|191566.17|1992-05-14|1-URGENT|Clerk#000000200|0|leep slyly. pending, silent platelets about the carefully final pinto bea|1992|1|0|1|0|1|
15424|64|O|31951.74|1997-08-16|4-NOT SPECIFIED|Clerk#000000451|0| quickly furious packages. requests around the escapades use slyly ironic|1997|0|0|1|0|1|
15425|127|O|116038.91|1995-07-26|5-LOW|Clerk#000000362|0|the foxes wake carefully carefully final packages. care|1995|0|0|1|1|1|
15426|244|O|110654.34|1997-01-26|2-HIGH|Clerk#000000903|0|e furiously final pinto beans must have|1997|0|0|1|0|1|
15427|8|O|120629.85|1995-12-16|3-MEDIUM|Clerk#000000907|0|cross the blithely stealthy ideas. slyly ironic deposits use fluffi|1995|0|0|1|1|1|
15428|203|F|173445.99|1995-02-10|1-URGENT|Clerk#000000548|0|ide the furiously ironic|1995|1|0|1|1|1|
15429|188|O|124710.63|1997-03-20|4-NOT SPECIFIED|Clerk#000000832|0|ns integrate according to the fin|1997|0|0|1|0|1|
15430|364|O|18790.22|1998-03-16|2-HIGH|Clerk#000000158|0|counts integrate boldly after the car|1998|0|0|1|0|1|
15431|238|F|222658.20|1992-07-10|4-NOT SPECIFIED|Clerk#000000004|0|the unusual, express instructions-- regularly special do|1992|1|0|1|0|1|
15456|256|F|163787.06|1993-10-20|4-NOT SPECIFIED|Clerk#000000279|0|ial excuses haggle requests. unusual pinto b|1993|1|1|1|0|1|
15457|275|O|88042.79|1996-11-15|2-HIGH|Clerk#000000554|0|ecial orbits. blithe|1996|0|0|1|1|1|
15458|190|O|136042.12|1997-05-25|1-URGENT|Clerk#000000002|0|quickly silent instru|1997|0|0|1|0|1|
15459|160|F|86967.02|1994-10-05|5-LOW|Clerk#000000828|0|tions boost blithely. quickly bold courts nod slyly final dolphins!|1994|1|0|1|0|1|
15460|218|O|13242.56|1997-05-31|3-MEDIUM|Clerk#000000042|0| carefully regular pinto beans would wake furiously|1997|0|0|1|0|1|
15461|220|F|53335.28|1992-12-18|1-URGENT|Clerk#000000058|0|nto beans about the furi|1992|1|0|1|0|1|
15462|136|F|95902.75|1995-02-27|1-URGENT|Clerk#000000731|0|osits after the orbits|1995|1|0|1|1|1|
15463|268|F|189215.66|1993-07-25|5-LOW|Clerk#000000374|0|jole slyly ironic theodolites. requests lose furiously. ca|1993|1|0|1|0|1|
15488|68|O|156892.08|1997-02-23|3-MEDIUM|Clerk#000000621|0| even accounts integrate furiously after the special foxes. blithely f|1997|0|0|1|0|1|
15489|88|O|46258.52|1996-02-11|2-HIGH|Clerk#000000925|0|detect. quickly unusual requests across the regular deposits a|1996|0|0|1|1|1|
15490|118|O|57259.51|1997-09-13|5-LOW|Clerk#000000129|0| serve according to the ruthlessly furious acco|1997|0|0|1|0|1|
15491|442|F|205484.60|1992-01-19|3-MEDIUM|Clerk#000000851|0|pinto beans are fluffily eve|1992|1|0|1|0|1|
15492|296|F|49377.99|1992-03-07|1-URGENT|Clerk#000000961|0|rding to the furiously regular deposits can use furiously even sentiments. si|1992|1|0|1|0|1|
15493|403|O|225086.38|1996-10-25|3-MEDIUM|Clerk#000000766|0|deas. even, even packages snooze-- deposits among the carefull|1996|0|0|1|1|1|
15494|47|O|102856.44|1997-06-08|2-HIGH|Clerk#000000090|0|ly final deposits. quickly even requests sleep |1997|0|0|1|0|1|
15495|289|O|134894.83|1998-02-18|4-NOT SPECIFIED|Clerk#000000131|0|instructions boost carefully among the fur|1998|0|0|1|0|1|
15520|206|O|237449.12|1997-08-23|4-NOT SPECIFIED|Clerk#000000926|0|f the ruthlessly bold c|1997|0|0|1|0|1|
15521|91|O|46204.55|1997-02-07|4-NOT SPECIFIED|Clerk#000000149|0|elets. quickly express fox|1997|0|0|1|0|1|
15522|296|F|118705.72|1994-06-11|1-URGENT|Clerk#000000640|0|ts. furiously final accounts do haggle. quickly regular |1994|1|0|1|0|1|
15523|398|O|152072.34|1998-04-16|4-NOT SPECIFIED|Clerk#000000119|0|sly. blithely express platelets haggle. slyly ironic|1998|0|0|1|0|1|
15524|206|F|30650.30|1992-05-12|3-MEDIUM|Clerk#000000089|0|arefully even requests. furiously ironic ideas wa|1992|1|0|1|0|1|
15525|109|O|28014.93|1997-06-30|4-NOT SPECIFIED|Clerk#000000248|0|lyly ironic accounts besides the bli|1997|0|0|1|0|1|
15526|205|O|38505.97|1997-02-02|1-URGENT|Clerk#000000167|0|s! quickly thin packages grow slyly |1997|0|0|1|0|1|
15527|31|O|65809.70|1998-06-14|1-URGENT|Clerk#000000425|0| after the carefully unusual accounts. carefull|1998|0|0|1|0|1|
15552|31|O|264031.45|1996-04-21|2-HIGH|Clerk#000000263|0|accounts. regular, even packages boost carefully furiously bold i|1996|0|0|1|1|1|
15553|115|O|87603.87|1995-12-14|1-URGENT|Clerk#000000063|0|side of the regular, regular sentiments. final multipliers i|1995|0|0|1|1|1|
15554|13|F|83294.83|1992-01-26|2-HIGH|Clerk#000000460|0|thely bold packages. ironic packages|1992|1|0|1|0|1|
15555|40|O|52762.12|1997-08-03|5-LOW|Clerk#000000100|0|elets nag around the express, ironic acc|1997|0|0|1|0|1|
15556|295|F|200280.03|1992-06-14|1-URGENT|Clerk#000000920|0|olites. express, even foxes around the unusual packag|1992|1|0|1|0|1|
15557|289|F|85495.10|1992-01-30|1-URGENT|Clerk#000000287|0|nts up the pending packages cajole fluffily according to the |1992|1|0|1|0|1|
15558|25|O|267475.94|1997-10-07|2-HIGH|Clerk#000000011|0|ely. carefully regular dependencies mold furiously slyly special |1997|0|0|1|0|1|
15559|20|O|71624.25|1998-03-16|2-HIGH|Clerk#000000799|0|sleep along the slyly unusual dependencies. idle, regular accounts wake|1998|0|0|1|0|1|
15584|403|O|49888.96|1997-01-18|1-URGENT|Clerk#000000156|0|the blithely unusual ideas. ironic accounts cajole alongside of the carefull|1997|0|0|1|0|1|
15585|157|O|78509.16|1996-12-04|5-LOW|Clerk#000000186|0|as wake blithely. bold |1996|0|0|1|1|1|
15586|109|F|70490.31|1994-12-14|1-URGENT|Clerk#000000251|0|g slyly. blithely ironic tithes |1994|1|0|1|0|1|
15587|64|O|238126.06|1997-03-23|3-MEDIUM|Clerk#000000657|0|uests are. regular d|1997|0|0|1|0|1|
15588|173|O|98353.52|1997-03-31|1-URGENT|Clerk#000000188|0|en, unusual notornis. regular epitaphs|1997|0|0|1|0|1|
15589|307|F|37814.72|1994-10-13|4-NOT SPECIFIED|Clerk#000000882|0|to the closely regular gifts. exp|1994|1|0|1|0|1|
15590|442|O|127896.86|1997-06-28|1-URGENT|Clerk#000000431|0|kly unusual foxes serve quickly. slyl|1997|0|0|1|0|1|
15591|347|F|165307.42|1992-06-07|1-URGENT|Clerk#000000269|0|ng to the ironic foxes! final, bold asymptotes sublate ironic, st|1992|1|0|1|0|1|
15616|5|F|131014.90|1992-03-24|1-URGENT|Clerk#000000322|0|ep ruthlessly. blithely ironic pinto beans |1992|1|0|1|0|1|
15617|88|F|34483.64|1992-08-03|4-NOT SPECIFIED|Clerk#000000260|0|riously ironic forges wake blithely furiously ironic requests. special d|1992|1|0|1|0|1|
15618|445|F|155892.64|1993-08-05|3-MEDIUM|Clerk#000000247|0|eposits. slyly ironic theodolites boost blithely-- pending re|1993|1|1|1|0|1|
15619|43|O|261159.72|1995-06-29|5-LOW|Clerk#000000088|0|ent attainments cajole|1995|0|0|1|1|1|
15620|67|O|34386.66|1997-07-31|2-HIGH|Clerk#000000071|0|hins cajole alongside of the accounts. |1997|0|0|1|0|1|
15621|16|O|146385.17|1995-09-25|1-URGENT|Clerk#000000388|0|ironic ideas nag carefully. iron|1995|0|0|1|1|1|
15622|91|O|204746.72|1995-08-26|2-HIGH|Clerk#000000570|0|e outside the carefully ironic pinto beans. daringly ir|1995|0|0|1|1|1|
15623|103|F|3207.83|1993-05-04|1-URGENT|Clerk#000000571|0|he bold, unusual pinto beans. carefully regular|1993|1|0|1|0|1|
15648|158|O|262491.11|1996-03-09|1-URGENT|Clerk#000000373|0| packages integrate? express accounts wake furiou|1996|0|0|1|1|1|
15649|250|O|50748.90|1997-08-12|1-URGENT|Clerk#000000615|0|xpress notornis nag blithely across the silent theodolites. carefull|1997|0|0|1|0|1|
15650|271|O|93018.07|1996-09-28|3-MEDIUM|Clerk#000000360|0|ly silent deposits! ironic, unusual packages |1996|0|0|1|1|1|
15651|446|F|65941.26|1992-10-05|1-URGENT|Clerk#000000592|0|final requests. quickly bold accounts across the blithely express foxes slee|1992|1|0|1|0|1|
15652|88|F|51503.32|1993-01-25|1-URGENT|Clerk#000000260|0| nag. blithely unusual dependencies nag furiously carefully p|1993|1|0|1|0|1|
15653|232|O|86549.08|1996-05-30|3-MEDIUM|Clerk#000000945|0|y even accounts. asymptotes haggle carefully. carefully ironic id|1996|0|0|1|1|1|
15654|397|F|146949.14|1994-10-03|4-NOT SPECIFIED|Clerk#000000755|0|ccounts. fluffily final|1994|1|0|1|0|1|
15655|412|O|174541.84|1996-11-23|5-LOW|Clerk#000000289|0|unusual ideas. carefully quiet dolphins at the quiet pa|1996|0|0|1|1|1|
15680|400|O|55184.49|1998-01-20|4-NOT SPECIFIED|Clerk#000000392|0|o beans. quickly express dependencies co|1998|0|0|1|0|1|
15681|301|O|87082.25|1995-06-29|2-HIGH|Clerk#000000112|0|onic foxes serve slyly. |1995|0|0|1|1|1|
15682|305|O|96800.74|1996-02-25|2-HIGH|Clerk#000000452|0|sits hinder slyly slyly final packages. regular, daring requests wake speci|1996|0|0|1|1|1|
15683|85|F|56207.68|1992-04-20|2-HIGH|Clerk#000000083|0|use furiously above the even requests. fluffily regul|1992|1|0|1|0|1|
15684|193|O|203197.97|1996-05-06|3-MEDIUM|Clerk#000000680|0|ys even deposits dazzle. furiously ironic deposits according to the|1996|0|0|1|1|1|
15685|383|O|211923.75|1996-10-27|1-URGENT|Clerk#000000838|0|nic instructions unwind instructions. carefully f|1996|0|0|1|1|1|
15686|205|O|151488.56|1996-10-26|3-MEDIUM|Clerk#000000436|0|deas nod behind the final |1996|0|0|1|1|1|
15687|16|F|172348.89|1992-04-10|1-URGENT|Clerk#000000824|0|p slowly: furiously unusual accounts sleep around the daring|1992|1|0|1|0|1|
15712|10|F|164513.93|1992-12-05|2-HIGH|Clerk#000000310|0|unusual accounts. blithely regular deposits sleep quickly packages.|1992|1|0|1|0|1|
15713|230|O|81639.73|1996-01-21|3-MEDIUM|Clerk#000000740|0|hall nag blithely arou|1996|0|0|1|1|1|
15714|415|O|104224.98|1995-07-06|2-HIGH|Clerk#000000586|0|regular accounts haggle along the stealthy |1995|0|0|1|1|1|
15715|310|F|169640.13|1992-10-16|1-URGENT|Clerk#000000259|0|ing deposits boost carefully along th|1992|1|0|1|0|1|
15716|412|O|165585.38|1996-07-29|5-LOW|Clerk#000000170|0|alongside of the ironic requests? carefully pending c|1996|0|0|1|1|1|
15717|392|O|143754.22|1998-03-10|4-NOT SPECIFIED|Clerk#000000733|0|mong the accounts; carefully final foxes haggl|1998|0|0|1|0|1|
15718|346|F|95195.86|1994-01-28|1-URGENT|Clerk#000000672|0|yly bold dependencies use bl|1994|1|0|1|0|1|
15719|76|F|98179.21|1995-01-19|1-URGENT|Clerk#000000834|0|ts are furiously across the furiously express platelets. deposits ha|1995|1|0|1|1|1|
15744|364|F|47229.13|1993-03-22|1-URGENT|Clerk#000000939|0|ily ironic pinto beans. ironic, unusual instructions n|1993|1|0|1|0|1|
15745|196|F|124433.53|1992-07-03|3-MEDIUM|Clerk#000000914|0|le carefully daringly special excuses. thinly ironic theodolites nag. even ide|1992|1|0|1|0|1|
15746|277|O|101211.02|1998-01-15|5-LOW|Clerk#000000545|0|nding foxes dazzle furiously after|1998|0|0|1|0|1|
15747|379|O|143423.78|1996-03-22|4-NOT SPECIFIED|Clerk#000000274|0|along the blithely express platelets. final ideas doubt. furiously even depos|1996|0|0|1|1|1|
15748|268|F|167514.22|1994-12-13|2-HIGH|Clerk#000000744|0|ously bold deposits. blithely ironic dependencies ha|1994|1|0|1|0|1|
15749|437|O|40672.42|1997-10-02|5-LOW|Clerk#000000622|0|s across the ironic accounts sleep caref|1997|0|0|1|0|1|
15750|64|O|47457.67|1997-05-25|3-MEDIUM|Clerk#000000800|0|riously regular, pending accounts. quickly ironic |1997|0|0|1|0|1|
15751|119|F|89791.21|1994-08-16|1-URGENT|Clerk#000000063|0|ounts above the furiously ironic multipliers hag|1994|1|0|1|0|1|
15776|250|O|123036.90|1997-12-01|5-LOW|Clerk#000000571|0|o beans. final instructions about the furiously pending p|1997|0|0|1|0|1|
15777|178|F|9189.09|1994-12-29|4-NOT SPECIFIED|Clerk#000000142|0|n, ironic packages. even, special |1994|1|0|1|0|1|
15778|353|F|176567.41|1993-05-07|2-HIGH|Clerk#000000593|0|s after the regular sentiments|1993|1|0|1|0|1|
15779|301|O|309696.80|1998-02-24|3-MEDIUM|Clerk#000000633|0|ver permanent accounts haggle ironically along the slyly regular deposi|1998|0|0|1|0|1|
15780|337|P|122344.67|1995-04-14|1-URGENT|Clerk#000000821|0|carefully even packages. regular excuses are carefully slyly final |1995|0|0|1|1|1|
15781|124|F|118766.33|1992-09-04|2-HIGH|Clerk#000000169|0|attainments. carefully regular theodolites are blithely among the fu|1992|1|0|1|0|1|
15782|166|F|177242.44|1992-03-31|2-HIGH|Clerk#000000892|0|ly regular theodolites. excuses acros|1992|1|0|1|0|1|
15783|31|O|50432.04|1997-07-03|4-NOT SPECIFIED|Clerk#000000804|0|e quickly across the quickly regul|1997|0|0|1|0|1|
15808|283|F|206170.60|1993-12-15|1-URGENT|Clerk#000000644|0|ross the final requests. furiously sp|1993|1|0|1|0|1|
15809|334|O|32997.17|1995-09-07|3-MEDIUM|Clerk#000000143|0|xes against the blithely regular foxes print|1995|0|0|1|1|1|
15810|406|F|234606.16|1993-06-13|2-HIGH|Clerk#000000980|0|instructions. fluffily silent instructions use blithely. fluffil|1993|1|0|1|0|1|
15811|115|O|80768.38|1998-07-31|5-LOW|Clerk#000000071|0| ironic, regular instructio|1998|0|0|1|0|1|
15812|275|O|106566.66|1997-10-13|1-URGENT|Clerk#000000482|0|uests run about the blithely pending theodolites.|1997|0|0|1|0|1|
15813|158|O|42821.76|1998-07-13|3-MEDIUM|Clerk#000000317|0|efully requests. blithely bold idea|1998|0|0|1|0|1|
15814|353|O|119198.56|1996-08-18|1-URGENT|Clerk#000000759|0|to the carefully final theodolites! ironic, dogged instructions |1996|0|0|1|1|1|
15815|406|F|121014.26|1994-05-02|1-URGENT|Clerk#000000564|0|ularly special requests. furio|1994|1|0|1|0|1|
15840|85|O|164227.41|1998-01-17|1-URGENT|Clerk#000000624|0|equests are furiously according to the|1998|0|0|1|0|1|
15841|263|O|94723.05|1996-06-10|1-URGENT|Clerk#000000469|0|l theodolites. boldly even accounts across the pending deposits may |1996|0|0|1|1|1|
15842|353|F|94479.51|1993-05-22|3-MEDIUM|Clerk#000000730|0|toward the regular asymptotes. quickly|1993|1|0|1|0|1|
15843|109|O|168526.41|1995-11-10|1-URGENT|Clerk#000000265|0| cajole quickly after the furiously fina|1995|0|0|1|1|1|
15844|95|F|19674.98|1993-03-02|1-URGENT|Clerk#000000427|0|against the asymptotes. f|1993|1|0|1|0|1|
15845|178|O|149267.43|1996-11-23|5-LOW|Clerk#000000915|0|n foxes sleep slyly among the foxes. slyly ironic dependencies s|1996|0|0|1|1|1|
15846|14|F|108469.70|1993-05-05|2-HIGH|Clerk#000000208|0| ironic requests sleep carefully even instructions. quickly silent t|1993|1|0|1|0|1|
15847|242|O|227722.40|1996-07-09|2-HIGH|Clerk#000000750|0|y special packages ki|1996|0|0|1|1|1|
15872|58|F|86751.29|1992-10-31|4-NOT SPECIFIED|Clerk#000000210|0|nusual instructions. blithely silent accoun|1992|1|0|1|0|1|
15873|409|F|16772.42|1994-07-18|4-NOT SPECIFIED|Clerk#000000016|0|sly quick packages sleep slyly evenly final packages. furiously eve|1994|1|0|1|0|1|
15874|131|O|69316.14|1996-05-07|1-URGENT|Clerk#000000625|0|ly across the quickly pending pinto bean|1996|0|0|1|1|1|
15875|244|O|150093.41|1996-09-01|3-MEDIUM|Clerk#000000367|0|al accounts. even foxes may a|1996|0|0|1|1|1|
15876|337|F|92202.03|1995-01-25|1-URGENT|Clerk#000000534|0| bold packages. accounts cajole. quickly ironic acc|1995|1|0|1|1|1|
15877|385|O|72896.61|1996-02-29|2-HIGH|Clerk#000000637|0| ironic foxes: regular foxes lose|1996|0|0|1|1|1|
15878|4|F|206883.93|1993-11-05|2-HIGH|Clerk#000000172|0|ss theodolites boost blithely. quickly ironic accounts wake furious|1993|1|0|1|0|1|
15879|172|O|140214.63|1997-07-04|5-LOW|Clerk#000000066|0|y regular accounts. carefully ironic pl|1997|0|0|1|0|1|
15904|140|F|152465.97|1994-10-28|4-NOT SPECIFIED|Clerk#000000851|0|tes haggle fluffily at the furiously express requests. silent accounts |1994|1|0|1|0|1|
15905|133|F|8079.46|1993-06-04|4-NOT SPECIFIED|Clerk#000000440|0|l excuses. regular packages detect across the furio|1993|1|0|1|0|1|
15906|203|F|94408.61|1993-09-28|5-LOW|Clerk#000000014|0|carefully even foxes wake furiously among the instructions. carefully regula|1993|1|1|1|0|1|
15907|382|P|202315.67|1995-04-12|2-HIGH|Clerk#000000279|0|n dependencies after the|1995|0|0|1|1|1|
15908|95|O|160820.18|1996-01-23|1-URGENT|Clerk#000000711|0|y blithely express accounts. packages caj|1996|0|0|1|1|1|
15909|98|O|125252.51|1996-12-13|2-HIGH|Clerk#000000102|0| believe. carefully final pinto beans grow carefully blithely fur|1996|0|0|1|1|1|
15910|253|O|126950.46|1997-08-23|3-MEDIUM|Clerk#000000207|0| beans. blithely bold dependencies x-ray carefully blit|1997|0|0|1|0|1|
15911|361|O|38704.99|1995-09-15|1-URGENT|Clerk#000000832|0|y special packages. iro|1995|0|0|1|1|1|
15936|160|O|174877.25|1996-09-06|3-MEDIUM|Clerk#000000506|0|ages are quickly re|1996|0|0|1|1|1|
15937|62|F|65758.48|1992-11-07|5-LOW|Clerk#000000248|0| the slyly unusual pinto beans. special d|1992|1|0|1|0|1|
15938|334|O|163935.01|1996-04-30|3-MEDIUM|Clerk#000000933|0|ke blithely blithely express requests. |1996|0|0|1|1|1|
15939|271|O|164698.82|1997-02-08|1-URGENT|Clerk#000000514|0|ng the furiously pending theodolites wake carefully deposits. |1997|0|0|1|0|1|
15940|206|F|84644.64|1992-01-27|1-URGENT|Clerk#000000634|0|quickly express accounts. finally eve|1992|1|0|1|0|1|
15941|31|O|145047.06|1995-12-11|4-NOT SPECIFIED|Clerk#000000845|0|longside of the furiously special dolphins. slyly unusual accoun|1995|0|0|1|1|1|
15942|224|F|115929.36|1993-08-11|3-MEDIUM|Clerk#000000579|0|al theodolites. special packages promise slyly f|1993|1|1|1|0|1|
15943|58|F|65170.99|1992-02-03|1-URGENT|Clerk#000000764|0| ironic theodolites nag f|1992|1|0|1|0|1|
15968|293|O|93133.19|1997-04-30|2-HIGH|Clerk#000000542|0| even deposits. blithely |1997|0|0|1|0|1|
15969|440|F|52679.27|1993-08-03|5-LOW|Clerk#000000850|0|lly pending ideas. even ideas wake pending pac|1993|1|1|1|0|1|
15970|262|O|148571.10|1995-09-22|4-NOT SPECIFIED|Clerk#000000311|0|ss dependencies affix. furious|1995|0|0|1|1|1|
15971|346|F|170323.94|1994-08-15|2-HIGH|Clerk#000000975|0|ests wake carefully. regularly unusua|1994|1|0|1|0|1|
15972|160|O|65819.96|1995-08-10|4-NOT SPECIFIED|Clerk#000000492|0|heodolites. quickly bold no|1995|0|0|1|1|1|
15973|148|O|80020.90|1997-07-22|5-LOW|Clerk#000000655|0|. regular packages would wake about t|1997|0|0|1|0|1|
15974|328|O|89218.11|1995-04-30|2-HIGH|Clerk#000000071|0|egular accounts against the final, busy accounts haggle according to the foxes|1995|0|0|1|1|1|
15975|278|O|186037.13|1998-01-21|5-LOW|Clerk#000000310|0|e. regular dependencies cajole closely qui|1998|0|0|1|0|1|
16000|221|O|146308.56|1997-12-17|3-MEDIUM|Clerk#000000782|0|. regular instructions sleep qui|1997|0|0|1|0|1|
16001|7|O|129327.19|1996-05-01|1-URGENT|Clerk#000000090|0|. even, regular dependencies nag slyly across the quickly ironic accounts. c|1996|0|0|1|1|1|
16002|37|O|51851.98|1998-03-05|4-NOT SPECIFIED|Clerk#000000253|0|old, regular pinto beans affix against the deposits. blithely pendi|1998|0|0|1|0|1|
16003|40|O|264833.76|1997-12-21|4-NOT SPECIFIED|Clerk#000000760|0|sly stealthy requests.|1997|0|0|1|0|1|
16004|52|O|44815.07|1997-01-25|3-MEDIUM|Clerk#000000068|0|ent instructions boost furiously. quickly e|1997|0|0|1|0|1|
16005|257|F|294615.44|1992-12-25|4-NOT SPECIFIED|Clerk#000000815|0|unusual ideas sleep furio|1992|1|0|1|0|1|
16006|184|O|170476.34|1997-02-08|2-HIGH|Clerk#000000178|0|r the even theodolites. care|1997|0|0|1|0|1|
16007|46|F|125990.70|1994-04-25|2-HIGH|Clerk#000000106|0|nic escapades along the quickly |1994|1|0|1|0|1|
16032|280|F|214736.02|1994-12-06|5-LOW|Clerk#000000055|0|hlessly ironic forges-- blithely even pinto beans caj|1994|1|0|1|0|1|
16033|56|O|120256.67|1996-04-27|5-LOW|Clerk#000000316|0|fluffily pending requests nag. fluffily express packages affix|1996|0|0|1|1|1|
16034|296|O|120255.10|1997-08-05|2-HIGH|Clerk#000000617|0|. slyly silent instructions haggle. deposits detect fluffily a|1997|0|0|1|0|1|
16035|323|F|68909.89|1993-04-22|3-MEDIUM|Clerk#000000130|0|g the foxes. ironic deposits haggle above the blithely even requests. regular|1993|1|0|1|0|1|
16036|244|F|219957.45|1992-01-06|3-MEDIUM|Clerk#000000350|0|le. express pinto beans play.|1992|1|0|1|0|1|
16037|149|O|89532.13|1998-04-19|5-LOW|Clerk#000000883|0|l packages. slyly r|1998|0|0|1|0|1|
16038|191|O|89917.03|1998-06-17|3-MEDIUM|Clerk#000000906|0|ges sleep carefully across the instruction|1998|0|0|1|0|1|
16039|151|F|198283.44|1992-05-17|2-HIGH|Clerk#000000725|0|aggle blithely final,|1992|1|0|1|0|1|
16064|7|F|104403.87|1992-01-05|3-MEDIUM|Clerk#000000209|0|egular deposits. quiet, unusual dolphins after |1992|1|0|1|0|1|
16065|412|F|40831.20|1993-07-21|2-HIGH|Clerk#000000837|0|slyly even instructions. slyly regular waters sleep above the blit|1993|1|0|1|0|1|
16066|403|O|67518.76|1998-05-30|4-NOT SPECIFIED|Clerk#000000335|0|ggle furiously regular excuses. furiously unusual platelets |1998|0|0|1|0|1|
16067|7|O|114075.03|1996-09-29|1-URGENT|Clerk#000000973|0|kages according to |1996|0|0|1|1|1|
16068|175|F|58749.64|1992-11-12|3-MEDIUM|Clerk#000000772|0|ide of the slyly ironic ideas use slyly abov|1992|1|0|1|0|1|
16069|142|F|95882.50|1993-08-06|3-MEDIUM|Clerk#000000673|0|ounts sleep furiously among the carefully sp|1993|1|1|1|0|1|
16070|352|F|61739.70|1992-06-04|4-NOT SPECIFIED|Clerk#000000253|0|nal packages cajole regularly across the bold foxes. furiously unusual|1992|1|0|1|0|1|
16071|22|F|57513.38|1992-09-01|5-LOW|Clerk#000000911|0|the furiously even packages. fluffily regular|1992|1|0|1|0|1|
16096|332|F|225672.85|1995-01-20|2-HIGH|Clerk#000000727|0|ealthy excuses cajole around the carefully silent platelets. q|1995|1|0|1|1|1|
16097|317|O|142388.96|1996-08-24|2-HIGH|Clerk#000000652|0|longside of the bold excuses. brave foxes|1996|0|0|1|1|1|
16098|113|F|189313.85|1992-07-22|5-LOW|Clerk#000000500|0|und the final courts. requests sl|1992|1|0|1|0|1|
16099|352|O|135238.76|1998-01-17|2-HIGH|Clerk#000000743|0|egrate pending, pending deposits. ironic requests detect blithely|1998|0|0|1|0|1|
16100|352|P|217646.26|1995-03-08|3-MEDIUM|Clerk#000000057|0|y across the regular accounts. bold requests boost furiously. i|1995|1|0|1|1|1|
16101|58|F|39422.49|1992-08-26|5-LOW|Clerk#000000621|0|sly. pending, regular foxes wake quietly even ideas.|1992|1|0|1|0|1|
16102|22|F|82653.20|1994-12-14|4-NOT SPECIFIED|Clerk#000000749|0|lly. furiously regula|1994|1|0|1|0|1|
16103|236|F|299020.62|1992-07-16|4-NOT SPECIFIED|Clerk#000000869|0|ubt furiously above the unusual deposits: fluffily even accounts boost acro|1992|1|0|1|0|1|
16128|296|P|93296.91|1995-05-09|2-HIGH|Clerk#000000902|0|rnes. final asymptotes are. quickly pending instructions kindle busi|1995|0|0|1|1|1|
16129|1|O|52216.39|1998-05-18|5-LOW|Clerk#000000958|0|es sleep slyly regular accounts. regular dolphi|1998|0|0|1|0|1|
16130|254|O|187531.13|1996-06-22|5-LOW|Clerk#000000072|0|l, even sentiments haggle about the regular packages. re|1996|0|0|1|1|1|
16131|47|O|231054.20|1997-11-15|4-NOT SPECIFIED|Clerk#000000985|0|arefully bold requests. furiously regular gifts are after |1997|0|0|1|0|1|
16132|202|F|50347.50|1992-10-28|3-MEDIUM|Clerk#000000490|0|ymptotes haggle quickly. qu|1992|1|0|1|0|1|
16133|310|F|145480.70|1994-09-26|1-URGENT|Clerk#000000083|0|s the pending accounts poach accounts. carefully regular pack|1994|1|0|1|0|1|
