11
o_orderkey|o_custkey|o_totalprice|o_orderdate|o_shippriority|o_year|q3_annot|q10_annot|q18_annot|q8_annot|q9_annot|
168577|3106|165732.74|1994-12-02|0|1994|1|0|1|0|1|
168578|1213|106673.32|1995-11-13|0|1995|0|0|1|1|1|
168579|3886|163771.36|1995-08-19|0|1995|0|0|1|1|1|
168580|412|64158.40|1996-09-28|0|1996|0|0|1|1|1|
168581|2410|48862.11|1995-03-20|0|1995|0|0|1|1|1|
168582|2251|126337.74|1993-12-08|0|1993|1|0|1|0|1|
168583|1202|35893.63|1994-05-15|0|1994|1|0|1|0|1|
168608|124|178704.16|1995-02-15|0|1995|1|0|1|1|1|
168609|3893|265505.05|1993-10-08|0|1993|1|1|1|0|1|
168610|3691|106099.52|1995-11-27|0|1995|0|0|1|1|1|
168611|769|182236.42|1998-04-02|0|1998|0|0|1|0|1|
168612|3796|167154.29|1994-03-17|0|1994|1|0|1|0|1|
168613|4267|182926.51|1997-02-04|0|1997|0|0|1|0|1|
168614|472|155218.66|1995-11-15|0|1995|0|0|1|1|1|
168615|4792|22783.25|1992-06-02|0|1992|1|0|1|0|1|
168640|1162|176319.93|1992-10-04|0|1992|1|0|1|0|1|
168641|4591|16161.71|1997-04-03|0|1997|0|0|1|0|1|
168642|4273|15611.08|1998-01-23|0|1998|0|0|1|0|1|
168643|1016|35053.72|1993-08-24|0|1993|1|1|1|0|1|
168644|2819|98088.23|1994-09-15|0|1994|1|0|1|0|1|
168645|1081|46197.19|1992-12-07|0|1992|1|0|1|0|1|
168646|3181|138591.30|1998-07-08|0|1998|0|0|1|0|1|
168647|2257|84639.55|1992-03-08|0|1992|1|0|1|0|1|
168672|2263|133828.47|1997-12-17|0|1997|0|0|1|0|1|
168673|2497|176949.17|1992-09-02|0|1992|1|0|1|0|1|
168674|158|163250.81|1995-12-04|0|1995|0|0|1|1|1|
168675|2456|70184.25|1993-12-29|0|1993|1|0|1|0|1|
168676|3821|232935.12|1996-06-26|0|1996|0|0|1|1|1|
168677|2851|41746.65|1992-03-16|0|1992|1|0|1|0|1|
168678|4456|240091.61|1992-06-17|0|1992|1|0|1|0|1|
168679|3458|199312.80|1993-12-03|0|1993|1|0|1|0|1|
168704|1889|45697.62|1998-02-03|0|1998|0|0|1|0|1|
168705|1012|21268.90|1994-10-20|0|1994|1|0|1|0|1|
168706|3959|158562.09|1993-08-19|0|1993|1|1|1|0|1|
168707|3356|191158.08|1998-07-24|0|1998|0|0|1|0|1|
168708|3569|37269.27|1997-05-31|0|1997|0|0|1|0|1|
168709|1027|123632.21|1998-01-10|0|1998|0|0|1|0|1|
168710|1204|117462.36|1997-08-29|0|1997|0|0|1|0|1|
168711|2809|63879.06|1997-02-01|0|1997|0|0|1|0|1|
168736|3320|84002.53|1994-08-25|0|1994|1|0|1|0|1|
168737|3715|92651.37|1997-05-14|0|1997|0|0|1|0|1|
168738|971|161108.08|1998-03-28|0|1998|0|0|1|0|1|
168739|4277|67616.49|1994-08-16|0|1994|1|0|1|0|1|
168740|4570|283806.89|1995-12-01|0|1995|0|0|1|1|1|
168741|3749|342691.24|1996-12-05|0|1996|0|0|1|1|1|
168742|403|150822.20|1995-01-23|0|1995|1|0|1|1|1|
168743|1330|117168.49|1992-08-01|0|1992|1|0|1|0|1|
168768|2437|153135.71|1992-04-20|0|1992|1|0|1|0|1|
168769|1942|129429.04|1992-07-28|0|1992|1|0|1|0|1|
168770|4723|83772.75|1996-04-03|0|1996|0|0|1|1|1|
168771|3850|174629.95|1992-06-30|0|1992|1|0|1|0|1|
168772|2035|145503.40|1994-02-13|0|1994|1|0|1|0|1|
168773|340|206350.01|1995-03-29|0|1995|0|0|1|1|1|
168774|4834|33110.07|1992-12-11|0|1992|1|0|1|0|1|
168775|4063|296042.08|1997-12-21|0|1997|0|0|1|0|1|
168800|325|114802.01|1997-12-01|0|1997|0|0|1|0|1|
168801|2825|196075.68|1993-05-14|0|1993|1|0|1|0|1|
168802|1642|172576.75|1996-08-28|0|1996|0|0|1|1|1|
168803|3587|178363.30|1995-03-29|0|1995|0|0|1|1|1|
168804|3923|203901.21|1997-02-11|0|1997|0|0|1|0|1|
168805|4312|1781.44|1993-12-05|0|1993|1|0|1|0|1|
168806|1249|150765.31|1996-01-19|0|1996|0|0|1|1|1|
168807|1034|203356.41|1996-06-18|0|1996|0|0|1|1|1|
168832|3158|164486.50|1995-12-14|0|1995|0|0|1|1|1|
168833|4388|403064.08|1992-04-10|0|1992|1|0|1|0|1|
168834|3967|176626.89|1998-02-15|0|1998|0|0|1|0|1|
168835|3151|49932.22|1993-07-15|0|1993|1|0|1|0|1|
168836|3601|264717.16|1996-02-02|0|1996|0|0|1|1|1|
168837|2870|188201.60|1994-03-05|0|1994|1|0|1|0|1|
168838|2543|128898.22|1995-08-30|0|1995|0|0|1|1|1|
168839|1424|177305.11|1995-02-20|0|1995|1|0|1|1|1|
168864|2554|54415.26|1994-07-15|0|1994|1|0|1|0|1|
168865|157|2965.31|1993-03-22|0|1993|1|0|1|0|1|
168866|3853|998.09|1995-11-17|0|1995|0|0|1|1|1|
168867|506|75967.77|1994-03-04|0|1994|1|0|1|0|1|
168868|2813|201050.40|1997-04-26|0|1997|0|0|1|0|1|
168869|4369|136933.17|1995-11-14|0|1995|0|0|1|1|1|
168870|4415|58123.30|1994-01-14|0|1994|1|0|1|0|1|
168871|3749|157687.08|1997-05-16|0|1997|0|0|1|0|1|
168896|4717|313602.73|1997-02-07|0|1997|0|0|1|0|1|
168897|2705|225253.63|1993-01-07|0|1993|1|0|1|0|1|
168898|4310|14286.03|1998-04-03|0|1998|0|0|1|0|1|
168899|811|154225.52|1993-05-10|0|1993|1|0|1|0|1|
168900|4588|317686.31|1994-03-25|0|1994|1|0|1|0|1|
168901|2864|138687.22|1995-12-17|0|1995|0|0|1|1|1|
168902|4315|318853.11|1997-09-24|0|1997|0|0|1|0|1|
168903|2938|17213.50|1995-07-17|0|1995|0|0|1|1|1|
168928|1214|107700.49|1998-06-04|0|1998|0|0|1|0|1|
168929|419|72450.32|1992-09-10|0|1992|1|0|1|0|1|
168930|1552|127107.03|1992-10-27|0|1992|1|0|1|0|1|
168931|4646|149003.95|1997-03-13|0|1997|0|0|1|0|1|
168932|3289|211367.95|1996-12-10|0|1996|0|0|1|1|1|
168933|4495|233015.74|1993-12-13|0|1993|1|0|1|0|1|
168934|4073|128746.37|1994-10-05|0|1994|1|0|1|0|1|
168935|781|4746.19|1993-09-01|0|1993|1|1|1|0|1|
168960|2197|101663.44|1996-06-06|0|1996|0|0|1|1|1|
168961|74|173085.08|1995-03-27|0|1995|0|0|1|1|1|
168962|1732|91400.42|1997-07-02|0|1997|0|0|1|0|1|
168963|1154|76083.16|1996-10-22|0|1996|0|0|1|1|1|
168964|305|181532.15|1994-06-26|0|1994|1|0|1|0|1|
168965|3514|74013.32|1996-03-01|0|1996|0|0|1|1|1|
168966|2281|51891.54|1998-02-04|0|1998|0|0|1|0|1|
168967|3370|58363.03|1997-10-31|0|1997|0|0|1|0|1|
168992|2750|156416.02|1994-09-21|0|1994|1|0|1|0|1|
168993|1258|186093.33|1995-08-14|0|1995|0|0|1|1|1|
168994|3956|115047.43|1995-03-16|0|1995|0|0|1|1|1|
168995|536|29560.10|1995-04-27|0|1995|0|0|1|1|1|
168996|2134|163170.95|1997-01-24|0|1997|0|0|1|0|1|
168997|4459|46070.82|1995-10-25|0|1995|0|0|1|1|1|
168998|3217|242695.31|1992-05-02|0|1992|1|0|1|0|1|
168999|2437|105657.70|1992-10-05|0|1992|1|0|1|0|1|
169024|1156|88292.90|1995-08-29|0|1995|0|0|1|1|1|
169025|3280|241507.62|1996-07-24|0|1996|0|0|1|1|1|
169026|4474|147038.04|1992-02-13|0|1992|1|0|1|0|1|
169027|1225|157747.59|1997-04-30|0|1997|0|0|1|0|1|
169028|4453|332069.93|1995-12-27|0|1995|0|0|1|1|1|
169029|2105|301518.26|1996-03-08|0|1996|0|0|1|1|1|
169030|2329|147731.72|1993-03-27|0|1993|1|0|1|0|1|
169031|1298|169833.61|1995-07-01|0|1995|0|0|1|1|1|
169056|787|37329.56|1994-01-30|0|1994|1|0|1|0|1|
169057|514|206446.83|1998-03-19|0|1998|0|0|1|0|1|
169058|3839|191586.22|1993-03-07|0|1993|1|0|1|0|1|
169059|4321|100261.35|1992-06-24|0|1992|1|0|1|0|1|
169060|2782|103116.29|1993-09-29|0|1993|1|1|1|0|1|
169061|2693|46558.17|1994-05-08|0|1994|1|0|1|0|1|
169062|2294|261808.31|1994-06-22|0|1994|1|0|1|0|1|
169063|4303|86459.79|1992-01-02|0|1992|1|0|1|0|1|
169088|4727|275818.41|1998-05-31|0|1998|0|0|1|0|1|
169089|430|127067.46|1996-09-07|0|1996|0|0|1|1|1|
169090|1976|155172.95|1993-11-27|0|1993|1|0|1|0|1|
169091|4597|196493.00|1997-08-16|0|1997|0|0|1|0|1|
169092|3514|228826.21|1994-03-21|0|1994|1|0|1|0|1|
169093|2689|23246.85|1993-12-29|0|1993|1|0|1|0|1|
169094|3280|121181.12|1997-05-29|0|1997|0|0|1|0|1|
169095|4325|214466.08|1994-05-30|0|1994|1|0|1|0|1|
169120|1765|72106.40|1996-03-25|0|1996|0|0|1|1|1|
169121|887|344956.63|1992-10-29|0|1992|1|0|1|0|1|
169122|541|13151.07|1997-09-11|0|1997|0|0|1|0|1|
169123|4799|53209.16|1998-02-11|0|1998|0|0|1|0|1|
169124|1255|320636.26|1995-03-08|0|1995|1|0|1|1|1|
169125|1678|171486.45|1998-05-25|0|1998|0|0|1|0|1|
169126|1909|72707.09|1993-04-26|0|1993|1|0|1|0|1|
169127|2797|209985.01|1998-07-27|0|1998|0|0|1|0|1|
169152|284|268592.95|1995-12-27|0|1995|0|0|1|1|1|
169153|3191|139230.01|1996-09-26|0|1996|0|0|1|1|1|
169154|1006|161242.20|1996-07-05|0|1996|0|0|1|1|1|
169155|3059|88959.75|1993-12-30|0|1993|1|0|1|0|1|
169156|409|183632.53|1992-08-15|0|1992|1|0|1|0|1|
169157|2597|102222.75|1993-09-20|0|1993|1|1|1|0|1|
169158|2108|205883.54|1993-06-10|0|1993|1|0|1|0|1|
169159|1810|284254.97|1993-02-23|0|1993|1|0|1|0|1|
169184|587|200423.31|1996-12-12|0|1996|0|0|1|1|1|
169185|395|11562.07|1993-01-25|0|1993|1|0|1|0|1|
169186|3161|200300.13|1992-07-04|0|1992|1|0|1|0|1|
169187|244|261447.89|1996-02-10|0|1996|0|0|1|1|1|
169188|1741|6311.13|1996-07-18|0|1996|0|0|1|1|1|
169189|56|314729.96|1996-12-01|0|1996|0|0|1|1|1|
169190|3875|201337.00|1997-01-03|0|1997|0|0|1|0|1|
169191|2452|183282.09|1992-02-12|0|1992|1|0|1|0|1|
169216|3919|126293.52|1995-03-29|0|1995|0|0|1|1|1|
169217|1493|65471.94|1995-09-19|0|1995|0|0|1|1|1|
169218|2944|209262.69|1993-08-08|0|1993|1|1|1|0|1|
169219|2503|191953.19|1992-12-20|0|1992|1|0|1|0|1|
169220|689|22965.79|1992-11-03|0|1992|1|0|1|0|1|
169221|1606|125450.26|1993-06-11|0|1993|1|0|1|0|1|
169222|454|241243.47|1994-09-15|0|1994|1|0|1|0|1|
169223|1247|94165.80|1996-11-01|0|1996|0|0|1|1|1|
169248|4180|73873.47|1993-03-23|0|1993|1|0|1|0|1|
169249|2138|187880.79|1995-08-08|0|1995|0|0|1|1|1|
169250|778|126678.96|1997-05-26|0|1997|0|0|1|0|1|
169251|4834|105144.53|1993-09-09|0|1993|1|1|1|0|1|
169252|2204|160528.40|1992-01-29|0|1992|1|0|1|0|1|
169253|1003|141767.71|1996-12-06|0|1996|0|0|1|1|1|
169254|4000|167777.87|1996-01-26|0|1996|0|0|1|1|1|
169255|538|55726.19|1995-03-04|0|1995|1|0|1|1|1|
169280|778|132218.62|1998-01-15|0|1998|0|0|1|0|1|
169281|535|58310.20|1996-05-28|0|1996|0|0|1|1|1|
169282|2312|50848.01|1995-06-19|0|1995|0|0|1|1|1|
169283|2525|59826.40|1994-11-25|0|1994|1|0|1|0|1|
169284|4507|20467.03|1994-07-19|0|1994|1|0|1|0|1|
169285|4528|213299.66|1993-03-08|0|1993|1|0|1|0|1|
169286|3715|4588.54|1996-11-12|0|1996|0|0|1|1|1|
169287|4924|28118.60|1996-11-24|0|1996|0|0|1|1|1|
169312|3463|24183.94|1997-09-02|0|1997|0|0|1|0|1|
169313|826|99128.34|1996-04-15|0|1996|0|0|1|1|1|
169314|874|156593.45|1995-11-20|0|1995|0|0|1|1|1|
169315|1153|165862.66|1998-05-23|0|1998|0|0|1|0|1|
169316|4726|80073.65|1998-04-20|0|1998|0|0|1|0|1|
169317|3658|226764.60|1995-12-26|0|1995|0|0|1|1|1|
169318|4948|147737.83|1993-01-14|0|1993|1|0|1|0|1|
169319|4885|53799.64|1998-01-10|0|1998|0|0|1|0|1|
169344|2342|156509.79|1996-11-27|0|1996|0|0|1|1|1|
169345|3907|164033.99|1996-03-14|0|1996|0|0|1|1|1|
169346|748|163299.00|1994-09-06|0|1994|1|0|1|0|1|
169347|2767|111780.87|1996-06-25|0|1996|0|0|1|1|1|
169348|3571|115833.21|1996-02-20|0|1996|0|0|1|1|1|
169349|2702|72877.04|1995-01-19|0|1995|1|0|1|1|1|
169350|1195|184588.16|1994-10-22|0|1994|1|0|1|0|1|
169351|3746|25373.83|1994-01-28|0|1994|1|0|1|0|1|
169376|4555|200586.71|1996-09-21|0|1996|0|0|1|1|1|
169377|2584|45796.49|1994-08-23|0|1994|1|0|1|0|1|
169378|1273|229922.59|1993-03-03|0|1993|1|0|1|0|1|
169379|638|117255.76|1992-06-04|0|1992|1|0|1|0|1|
169380|955|320964.85|1993-11-16|0|1993|1|0|1|0|1|
169381|1702|51242.21|1994-05-03|0|1994|1|0|1|0|1|
169382|2902|273872.25|1993-11-17|0|1993|1|0|1|0|1|
169383|2306|73534.29|1992-03-31|0|1992|1|0|1|0|1|
169408|4478|80933.24|1995-10-04|0|1995|0|0|1|1|1|
169409|713|241249.92|1993-12-16|0|1993|1|0|1|0|1|
169410|3955|176164.48|1993-12-09|0|1993|1|0|1|0|1|
169411|2300|191974.23|1994-11-22|0|1994|1|0|1|0|1|
169412|4438|37414.63|1996-10-04|0|1996|0|0|1|1|1|
169413|821|16551.62|1994-07-05|0|1994|1|0|1|0|1|
169414|3184|80272.60|1993-06-28|0|1993|1|0|1|0|1|
169415|521|88888.67|1997-09-19|0|1997|0|0|1|0|1|
169440|2956|244897.23|1997-10-31|0|1997|0|0|1|0|1|
169441|2588|132411.62|1997-01-11|0|1997|0|0|1|0|1|
169442|2875|181417.89|1994-03-22|0|1994|1|0|1|0|1|
169443|2342|220823.45|1995-05-24|0|1995|0|0|1|1|1|
169444|3284|136568.95|1996-07-21|0|1996|0|0|1|1|1|
169445|4696|33178.64|1993-06-06|0|1993|1|0|1|0|1|
169446|1681|222165.70|1994-12-12|0|1994|1|0|1|0|1|
169447|304|20343.96|1997-11-28|0|1997|0|0|1|0|1|
169472|3242|188155.35|1994-08-04|0|1994|1|0|1|0|1|
169473|3455|90698.85|1993-02-02|0|1993|1|0|1|0|1|
169474|4627|177400.50|1998-06-14|0|1998|0|0|1|0|1|
169475|4585|104601.37|1997-02-08|0|1997|0|0|1|0|1|
169476|3670|67277.35|1994-04-26|0|1994|1|0|1|0|1|
169477|2144|242586.89|1995-09-03|0|1995|0|0|1|1|1|
169478|2765|121151.08|1998-01-04|0|1998|0|0|1|0|1|
169479|1042|199178.74|1994-09-22|0|1994|1|0|1|0|1|
169504|3508|178129.58|1996-02-11|0|1996|0|0|1|1|1|
169505|3823|162572.21|1992-06-17|0|1992|1|0|1|0|1|
169506|1627|36748.62|1996-08-08|0|1996|0|0|1|1|1|
169507|2330|90110.61|1992-06-06|0|1992|1|0|1|0|1|
169508|2293|156906.52|1995-07-12|0|1995|0|0|1|1|1|
169509|2825|103746.82|1998-04-20|0|1998|0|0|1|0|1|
169510|1196|68857.52|1997-03-05|0|1997|0|0|1|0|1|
169511|850|106128.53|1992-09-10|0|1992|1|0|1|0|1|
169536|430|67990.59|1996-05-27|0|1996|0|0|1|1|1|
169537|4225|42413.14|1996-09-07|0|1996|0|0|1|1|1|
169538|4760|65833.32|1996-07-17|0|1996|0|0|1|1|1|
169539|1966|126244.15|1997-07-26|0|1997|0|0|1|0|1|
169540|3326|252515.37|1998-04-30|0|1998|0|0|1|0|1|
169541|3074|151098.48|1994-12-23|0|1994|1|0|1|0|1|
169542|2831|1792.05|1994-10-12|0|1994|1|0|1|0|1|
169543|2984|199866.55|1996-02-22|0|1996|0|0|1|1|1|
169568|4144|140541.55|1996-03-26|0|1996|0|0|1|1|1|
169569|4015|59712.34|1994-03-21|0|1994|1|0|1|0|1|
169570|1204|26783.14|1997-02-11|0|1997|0|0|1|0|1|
169571|3679|101975.09|1995-08-30|0|1995|0|0|1|1|1|
169572|3764|205954.24|1995-10-03|0|1995|0|0|1|1|1|
169573|44|40989.89|1995-09-30|0|1995|0|0|1|1|1|
169574|1145|16591.68|1992-05-20|0|1992|1|0|1|0|1|
169575|2875|28039.93|1997-05-22|0|1997|0|0|1|0|1|
169600|3325|159452.21|1994-02-19|0|1994|1|0|1|0|1|
169601|1306|161255.04|1998-07-21|0|1998|0|0|1|0|1|
169602|1093|77771.60|1993-08-27|0|1993|1|1|1|0|1|
169603|2762|230604.10|1994-01-11|0|1994|1|0|1|0|1|
169604|1537|199654.33|1995-11-23|0|1995|0|0|1|1|1|
169605|2263|144299.39|1996-08-17|0|1996|0|0|1|1|1|
169606|3949|143638.99|1994-10-21|0|1994|1|0|1|0|1|
169607|47|135977.65|1994-04-17|0|1994|1|0|1|0|1|
169632|2092|166187.33|1997-12-01|0|1997|0|0|1|0|1|
169633|814|84236.88|1997-03-26|0|1997|0|0|1|0|1|
169634|1462|119897.23|1994-09-14|0|1994|1|0|1|0|1|
169635|2983|175233.93|1997-02-17|0|1997|0|0|1|0|1|
169636|2306|148501.91|1994-05-24|0|1994|1|0|1|0|1|
169637|2819|272494.20|1993-03-10|0|1993|1|0|1|0|1|
169638|1814|125289.67|1993-02-24|0|1993|1|0|1|0|1|
169639|713|75528.27|1992-07-18|0|1992|1|0|1|0|1|
169664|2272|226398.97|1997-10-09|0|1997|0|0|1|0|1|
169665|2686|201598.69|1996-07-09|0|1996|0|0|1|1|1|
169666|554|201704.01|1993-05-04|0|1993|1|0|1|0|1|
169667|958|172374.26|1993-06-10|0|1993|1|0|1|0|1|
169668|2500|330002.37|1995-01-12|0|1995|1|0|1|1|1|
169669|4879|129310.30|1992-09-25|0|1992|1|0|1|0|1|
169670|3217|146507.16|1997-02-01|0|1997|0|0|1|0|1|
169671|4393|179663.42|1992-03-13|0|1992|1|0|1|0|1|
169696|940|277418.36|1994-01-05|0|1994|1|0|1|0|1|
169697|4312|78863.14|1998-05-13|0|1998|0|0|1|0|1|
169698|3211|112899.46|1997-04-05|0|1997|0|0|1|0|1|
169699|4285|194760.72|1997-07-03|0|1997|0|0|1|0|1|
169700|1921|199399.54|1996-03-16|0|1996|0|0|1|1|1|
169701|34|104151.25|1996-07-08|0|1996|0|0|1|1|1|
169702|4492|7389.25|1995-06-22|0|1995|0|0|1|1|1|
169703|4027|20989.03|1993-11-15|0|1993|1|0|1|0|1|
169728|2512|147606.49|1997-12-13|0|1997|0|0|1|0|1|
169729|2293|26382.88|1996-12-05|0|1996|0|0|1|1|1|
169730|2383|220779.54|1992-06-15|0|1992|1|0|1|0|1|
169731|1675|45326.89|1996-10-30|0|1996|0|0|1|1|1|
169732|226|285339.40|1993-03-14|0|1993|1|0|1|0|1|
169733|4931|138963.84|1993-07-14|0|1993|1|0|1|0|1|
169734|2179|429133.17|1992-12-04|0|1992|1|0|1|0|1|
169735|485|162209.67|1994-08-04|0|1994|1|0|1|0|1|
169760|4532|72776.53|1995-11-06|0|1995|0|0|1|1|1|
169761|4931|228474.00|1997-06-22|0|1997|0|0|1|0|1|
169762|4279|5013.34|1992-02-04|0|1992|1|0|1|0|1|
169763|3730|108287.22|1993-05-17|0|1993|1|0|1|0|1|
169764|1573|252012.74|1996-12-15|0|1996|0|0|1|1|1|
169765|2693|33799.57|1995-07-13|0|1995|0|0|1|1|1|
169766|1870|91557.54|1992-07-05|0|1992|1|0|1|0|1|
169767|3145|119057.12|1993-07-22|0|1993|1|0|1|0|1|
169792|824|91579.03|1997-01-17|0|1997|0|0|1|0|1|
169793|1022|97071.81|1995-01-27|0|1995|1|0|1|1|1|
169794|605|225302.46|1995-01-01|0|1995|1|0|1|1|1|
169795|4102|238336.28|1997-04-25|0|1997|0|0|1|0|1|
169796|1604|123062.39|1998-07-28|0|1998|0|0|1|0|1|
169797|4141|229069.02|1995-04-05|0|1995|0|0|1|1|1|
169798|1166|110014.10|1998-01-05|0|1998|0|0|1|0|1|
169799|4661|151574.80|1997-08-23|0|1997|0|0|1|0|1|
169824|716|185957.14|1996-12-18|0|1996|0|0|1|1|1|
169825|4360|87987.84|1994-04-03|0|1994|1|0|1|0|1|
169826|1654|79459.15|1996-01-16|0|1996|0|0|1|1|1|
169827|4742|225743.29|1993-11-10|0|1993|1|0|1|0|1|
169828|3484|79436.16|1992-08-21|0|1992|1|0|1|0|1|
169829|2956|89515.93|1997-12-20|0|1997|0|0|1|0|1|
169830|188|221954.15|1995-09-23|0|1995|0|0|1|1|1|
169831|1945|26895.93|1997-04-18|0|1997|0|0|1|0|1|
169856|3914|58408.70|1993-09-30|0|1993|1|1|1|0|1|
169857|3919|282394.49|1997-01-16|0|1997|0|0|1|0|1|
169858|2038|101409.96|1993-11-20|0|1993|1|0|1|0|1|
169859|2204|225194.82|1993-07-13|0|1993|1|0|1|0|1|
169860|1048|111240.86|1996-09-24|0|1996|0|0|1|1|1|
169861|655|257370.44|1995-06-14|0|1995|0|0|1|1|1|
169862|2164|207578.28|1994-01-26|0|1994|1|0|1|0|1|
169863|4585|204953.41|1992-09-03|0|1992|1|0|1|0|1|
169888|2845|73969.34|1994-09-03|0|1994|1|0|1|0|1|
169889|643|164149.75|1994-06-06|0|1994|1|0|1|0|1|
169890|503|129925.46|1995-08-18|0|1995|0|0|1|1|1|
169891|1144|204845.82|1995-11-15|0|1995|0|0|1|1|1|
169892|4472|107683.82|1994-09-30|0|1994|1|0|1|0|1|
169893|683|159634.86|1996-09-28|0|1996|0|0|1|1|1|
169894|604|102013.06|1992-07-13|0|1992|1|0|1|0|1|
169895|2566|335548.40|1992-02-14|0|1992|1|0|1|0|1|
169920|2338|244216.70|1998-04-08|0|1998|0|0|1|0|1|
169921|1924|3791.17|1994-01-02|0|1994|1|0|1|0|1|
169922|1606|52802.81|1994-02-12|0|1994|1|0|1|0|1|
169923|4522|125914.09|1994-01-23|0|1994|1|0|1|0|1|
169924|676|140196.06|1995-03-12|0|1995|1|0|1|1|1|
169925|3521|323580.10|1998-06-14|0|1998|0|0|1|0|1|
169926|4795|113210.41|1992-10-10|0|1992|1|0|1|0|1|
169927|233|50904.22|1996-08-23|0|1996|0|0|1|1|1|
169952|1366|256903.41|1995-10-25|0|1995|0|0|1|1|1|
169953|1184|135805.53|1997-09-16|0|1997|0|0|1|0|1|
169954|2242|323233.15|1997-01-04|0|1997|0|0|1|0|1|
169955|1133|15244.68|1996-07-14|0|1996|0|0|1|1|1|
169956|748|27836.01|1997-09-04|0|1997|0|0|1|0|1|
169957|4033|82140.79|1992-12-05|0|1992|1|0|1|0|1|
169958|4937|67638.98|1994-05-29|0|1994|1|0|1|0|1|
169959|1912|64264.53|1992-09-25|0|1992|1|0|1|0|1|
169984|1501|88241.31|1998-07-26|0|1998|0|0|1|0|1|
169985|2917|219081.19|1992-06-19|0|1992|1|0|1|0|1|
169986|3175|51873.39|1997-06-18|0|1997|0|0|1|0|1|
169987|3361|200532.19|1993-09-06|0|1993|1|1|1|0|1|
169988|3500|66481.09|1992-09-10|0|1992|1|0|1|0|1|
169989|1609|241458.06|1994-07-14|0|1994|1|0|1|0|1|
169990|838|151996.24|1995-03-02|0|1995|1|0|1|1|1|
169991|104|251899.16|1997-09-26|0|1997|0|0|1|0|1|
170016|2069|63943.82|1994-12-15|0|1994|1|0|1|0|1|
170017|4735|21197.30|1998-06-11|0|1998|0|0|1|0|1|
170018|3464|46798.94|1995-08-03|0|1995|0|0|1|1|1|
170019|3859|44694.81|1992-03-20|0|1992|1|0|1|0|1|
170020|4051|115307.43|1998-06-12|0|1998|0|0|1|0|1|
170021|2141|54686.25|1997-04-06|0|1997|0|0|1|0|1|
170022|271|81640.43|1993-05-07|0|1993|1|0|1|0|1|
170023|4186|174150.91|1993-04-29|0|1993|1|0|1|0|1|
170048|2224|173771.19|1995-04-25|0|1995|0|0|1|1|1|
170049|3544|277131.29|1995-03-20|0|1995|0|0|1|1|1|
170050|1468|47680.49|1998-01-25|0|1998|0|0|1|0|1|
170051|923|57261.43|1995-06-26|0|1995|0|0|1|1|1|
170052|4900|87477.68|1995-04-13|0|1995|0|0|1|1|1|
170053|1663|72025.79|1993-10-07|0|1993|1|1|1|0|1|
170054|3112|249524.52|1994-12-18|0|1994|1|0|1|0|1|
170055|382|30153.26|1996-07-03|0|1996|0|0|1|1|1|
170080|3278|82390.78|1993-02-10|0|1993|1|0|1|0|1|
170081|1345|62246.34|1993-08-09|0|1993|1|1|1|0|1|
170082|2882|285404.62|1994-01-30|0|1994|1|0|1|0|1|
170083|2528|36853.55|1995-01-03|0|1995|1|0|1|1|1|
170084|3940|286909.39|1992-12-07|0|1992|1|0|1|0|1|
170085|4591|348641.06|1992-10-09|0|1992|1|0|1|0|1|
170086|1147|139688.20|1996-10-13|0|1996|0|0|1|1|1|
170087|3568|189804.53|1994-11-12|0|1994|1|0|1|0|1|
170112|2015|87000.88|1994-04-29|0|1994|1|0|1|0|1|
170113|2842|288493.64|1992-10-25|0|1992|1|0|1|0|1|
170114|1904|51004.82|1992-12-15|0|1992|1|0|1|0|1|
170115|184|185937.73|1994-04-23|0|1994|1|0|1|0|1|
170116|88|236507.92|1992-08-18|0|1992|1|0|1|0|1|
170117|2530|109652.71|1994-05-25|0|1994|1|0|1|0|1|
170118|2824|85182.10|1992-01-29|0|1992|1|0|1|0|1|
170119|2261|99044.42|1993-11-12|0|1993|1|0|1|0|1|
170144|4180|93344.13|1994-06-16|0|1994|1|0|1|0|1|
170145|989|98870.54|1993-06-28|0|1993|1|0|1|0|1|
170146|2870|50062.99|1996-08-21|0|1996|0|0|1|1|1|
170147|1676|160885.81|1995-06-29|0|1995|0|0|1|1|1|
170148|2116|70877.66|1994-02-01|0|1994|1|0|1|0|1|
170149|4883|100181.57|1996-10-16|0|1996|0|0|1|1|1|
170150|3208|21297.91|1995-04-10|0|1995|0|0|1|1|1|
170151|4870|213912.52|1993-12-26|0|1993|1|0|1|0|1|
170176|4652|246718.60|1994-07-29|0|1994|1|0|1|0|1|
170177|3827|163147.79|1993-06-14|0|1993|1|0|1|0|1|
170178|263|41208.04|1994-11-05|0|1994|1|0|1|0|1|
170179|3553|91702.24|1998-02-24|0|1998|0|0|1|0|1|
170180|1789|102744.32|1997-11-13|0|1997|0|0|1|0|1|
170181|2960|98207.21|1997-04-25|0|1997|0|0|1|0|1|
170182|3883|158502.18|1998-06-15|0|1998|0|0|1|0|1|
170183|3646|85040.22|1993-01-02|0|1993|1|0|1|0|1|
170208|1012|174790.46|1992-10-18|0|1992|1|0|1|0|1|
170209|1795|49311.47|1996-01-25|0|1996|0|0|1|1|1|
170210|3238|202500.27|1995-04-28|0|1995|0|0|1|1|1|
170211|442|163868.32|1996-09-06|0|1996|0|0|1|1|1|
