22
l_orderkey|l_partkey|l_suppkey|l_linenumber|l_quantity|l_extendedprice|l_discount|l_tax|l_returnflag|l_linestatus|l_shipdate|l_commitdate|l_receiptdate|l_shipinstruct|l_shipmode|l_comment|q3_annot|q10_annot|q18_annot|q8_annot|q9_annot1|q9_annot2|
5344|79|9|2|37.00|3622.56|0.03|0.07|N|O|1998-10-09|1998-07-26|1998-11-08|NONE|TRUCK|thely express packages|3514|0|0|3514|3514|37|
5344|67|8|3|26.00|2514.36|0.02|0.06|N|O|1998-08-27|1998-08-22|1998-09-24|NONE|AIR|furiously pending, silent multipliers.|2464|0|0|2464|2464|26|
5344|39|10|4|21.00|1971.96|0.03|0.01|N|O|1998-08-31|1998-09-06|1998-09-02|NONE|MAIL|xes. furiously even pinto beans sleep f|1913|0|0|1913|1913|21|
5345|83|4|1|3.00|294.92|0.05|0.01|N|O|1997-12-10|1997-10-03|1998-01-05|COLLECT COD|SHIP|ites wake carefully unusual |280|0|0|280|280|3|
5345|146|5|2|2.00|209.23|0.10|0.02|N|O|1997-11-18|1997-10-12|1997-12-08|NONE|MAIL|ut the slyly specia|188|0|0|188|188|2|
5345|192|5|3|46.00|5024.07|0.06|0.04|N|O|1997-10-06|1997-09-27|1997-10-18|COLLECT COD|REG AIR|slyly special deposits. fin|4723|0|0|4723|4723|46|
5345|114|4|4|37.00|3752.21|0.01|0.01|N|O|1997-11-01|1997-10-09|1997-11-26|DELIVER IN PERSON|AIR| along the ironically fina|3715|0|0|3715|3715|37|
5345|34|10|5|22.00|2054.87|0.02|0.02|N|O|1997-08-27|1997-11-22|1997-09-10|TAKE BACK RETURN|MAIL|leep slyly regular fox|2014|0|0|2014|2014|22|
5346|149|8|1|21.00|2203.19|0.07|0.08|R|F|1994-03-11|1994-03-07|1994-04-04|DELIVER IN PERSON|RAIL|integrate blithely a|0|2049|0|2049|2049|21|
5346|192|5|2|13.00|1419.85|0.04|0.04|A|F|1994-02-03|1994-02-05|1994-02-09|COLLECT COD|TRUCK|y. fluffily bold accounts grow. furio|0|0|0|1363|1363|13|
5346|109|2|3|7.00|706.37|0.08|0.05|A|F|1994-01-30|1994-03-26|1994-01-31|DELIVER IN PERSON|SHIP|equests use carefully care|0|0|0|650|650|7|
5346|162|3|4|35.00|3717.56|0.06|0.02|A|F|1994-02-09|1994-03-01|1994-02-14|TAKE BACK RETURN|FOB|nic excuses cajole entic|0|0|0|3495|3495|35|
5346|121|2|5|25.00|2552.80|0.05|0.06|R|F|1993-12-28|1994-03-19|1994-01-09|TAKE BACK RETURN|REG AIR|he ironic ideas are boldly slyly ironi|0|2425|0|2425|2425|25|
5346|33|9|6|6.00|559.82|0.08|0.04|R|F|1994-03-01|1994-02-04|1994-03-09|NONE|REG AIR|escapades sleep furiously beside the |0|515|0|515|515|6|
5346|80|9|7|41.00|4018.33|0.05|0.04|R|F|1994-01-10|1994-02-15|1994-01-26|TAKE BACK RETURN|REG AIR|fully close instructi|0|3817|0|3817|3817|41|
5347|83|4|1|48.00|4718.78|0.04|0.08|A|F|1995-02-25|1995-04-26|1995-03-26|NONE|SHIP|equests are slyly. blithely regu|0|0|0|4530|4530|48|
5347|124|3|2|47.00|4813.36|0.02|0.01|N|F|1995-06-05|1995-03-29|1995-06-28|COLLECT COD|AIR|across the slyly bol|4717|0|0|4717|4717|47|
5347|23|2|3|34.00|3138.27|0.06|0.00|A|F|1995-05-18|1995-04-04|1995-06-02|DELIVER IN PERSON|SHIP| pending deposits. fluffily regular senti|2950|0|0|2950|2950|34|
5347|40|1|4|4.00|376.02|0.06|0.03|A|F|1995-03-24|1995-04-03|1995-04-01|NONE|SHIP|ldly pending asymptotes ki|353|0|0|353|353|4|
5347|131|2|5|21.00|2165.37|0.08|0.04|R|F|1995-04-01|1995-04-16|1995-04-23|NONE|SHIP|sly slyly final requests. careful|1992|1992|0|1992|1992|21|
5347|56|1|6|6.00|573.63|0.06|0.02|A|F|1995-04-11|1995-04-14|1995-05-02|NONE|TRUCK|lly unusual ideas. sl|539|0|0|539|539|6|
5347|50|7|7|18.00|1710.09|0.01|0.01|N|F|1995-05-24|1995-05-07|1995-06-19|NONE|FOB|he ideas among the requests |1693|0|0|1693|1693|18|
5348|69|4|1|21.00|2035.03|0.10|0.04|N|O|1997-12-11|1997-12-24|1997-12-28|NONE|REG AIR| regular theodolites haggle car|1832|0|0|1832|1832|21|
5348|156|1|2|31.00|3274.07|0.07|0.02|N|O|1998-01-04|1997-12-09|1998-01-17|COLLECT COD|RAIL|are finally|3045|0|0|3045|3045|31|
5348|17|8|3|16.00|1467.22|0.06|0.08|N|O|1998-02-28|1997-12-25|1998-03-12|DELIVER IN PERSON|AIR|uriously thin pinto beans |1379|0|0|1379|1379|16|
5348|20|4|4|7.00|644.01|0.04|0.00|N|O|1998-01-29|1997-12-20|1998-02-10|DELIVER IN PERSON|RAIL|even foxes. epitap|618|0|0|618|618|7|
5348|2|5|5|37.00|3337.40|0.06|0.07|N|O|1997-12-01|1998-02-02|1997-12-07|NONE|FOB|y according to the carefully pending acco|3137|0|0|3137|3137|37|
5348|143|10|6|14.00|1460.40|0.06|0.05|N|O|1997-12-16|1998-01-12|1997-12-24|COLLECT COD|FOB|en pinto beans. somas cajo|1373|0|0|1373|1373|14|
5349|156|7|1|19.00|2006.69|0.06|0.01|N|O|1996-09-11|1996-11-18|1996-09-22|TAKE BACK RETURN|FOB|endencies use whithout the special |1886|0|0|1886|1886|19|
5349|168|3|2|14.00|1495.42|0.06|0.00|N|O|1996-11-07|1996-11-17|1996-11-20|TAKE BACK RETURN|TRUCK|fully regular |1406|0|0|1406|1406|14|
5349|4|5|3|6.00|542.40|0.10|0.01|N|O|1996-12-30|1996-10-08|1997-01-01|DELIVER IN PERSON|MAIL|inal deposits affix carefully|488|0|0|488|488|6|
5350|122|3|1|19.00|1942.03|0.02|0.06|R|F|1993-10-20|1993-11-15|1993-11-17|DELIVER IN PERSON|RAIL|romise slyly alongsi|0|1903|0|1903|1903|19|
5350|191|4|2|44.00|4801.24|0.04|0.06|R|F|1993-10-30|1993-11-23|1993-11-25|DELIVER IN PERSON|AIR|p above the ironic, pending dep|0|4609|0|4609|4609|44|
5350|54|9|3|12.00|1144.86|0.10|0.04|A|F|1994-01-30|1993-11-21|1994-02-15|COLLECT COD|REG AIR| cajole. even instructions haggle. blithe|0|0|0|1030|1030|12|
5350|155|10|4|7.00|738.61|0.08|0.00|R|F|1993-10-19|1993-12-28|1993-11-04|NONE|SHIP|alongside of th|0|680|0|680|680|7|
5350|129|10|5|27.00|2778.62|0.07|0.04|A|F|1993-11-25|1993-12-27|1993-12-08|COLLECT COD|TRUCK|es. blithe theodolites haggl|0|0|0|2584|2584|27|
5351|7|2|1|36.00|3265.20|0.06|0.05|N|O|1998-07-27|1998-07-06|1998-08-25|NONE|MAIL|ss the ironic, regular asymptotes cajole |3069|0|0|3069|3069|36|
5351|33|9|2|47.00|4385.24|0.04|0.01|N|O|1998-05-30|1998-08-08|1998-06-23|DELIVER IN PERSON|REG AIR|s. grouches cajole. sile|4210|0|0|4210|4210|47|
5351|106|3|3|2.00|201.22|0.00|0.02|N|O|1998-05-12|1998-07-15|1998-05-24|NONE|TRUCK|g accounts wake furiously slyly even dolph|201|0|0|201|201|2|
5376|61|6|1|42.00|4036.45|0.10|0.04|A|F|1994-09-20|1994-08-30|1994-09-29|TAKE BACK RETURN|REG AIR|y even asymptotes. courts are unusual pa|0|0|0|3633|3633|42|
5376|91|4|2|44.00|4360.80|0.05|0.02|R|F|1994-08-30|1994-08-05|1994-09-07|COLLECT COD|AIR|ithe packages detect final theodolites. f|0|4143|0|4143|4143|44|
5376|65|6|3|18.00|1737.11|0.02|0.08|A|F|1994-10-29|1994-09-13|1994-11-01|COLLECT COD|MAIL| accounts boo|0|0|0|1702|1702|18|
5377|79|8|1|40.00|3916.28|0.00|0.04|N|O|1997-05-21|1997-06-15|1997-05-26|DELIVER IN PERSON|AIR|lithely ironic theodolites are care|3916|0|0|3916|3916|40|
5377|30|3|2|17.00|1581.05|0.09|0.00|N|O|1997-07-05|1997-05-25|1997-07-22|COLLECT COD|RAIL|dencies. carefully regular re|1439|0|0|1439|1439|17|
5377|103|8|3|23.00|2307.13|0.07|0.08|N|O|1997-06-26|1997-07-13|1997-07-08|COLLECT COD|RAIL| silent wa|2146|0|0|2146|2146|23|
5377|104|7|4|12.00|1204.92|0.05|0.07|N|O|1997-05-08|1997-06-15|1997-05-15|DELIVER IN PERSON|MAIL| ironic, final|1145|0|0|1145|1145|12|
5377|173|3|5|27.00|2897.56|0.08|0.02|N|O|1997-07-11|1997-06-12|1997-08-08|TAKE BACK RETURN|MAIL|press theodolites. e|2666|0|0|2666|2666|27|
5378|155|3|1|39.00|4115.09|0.07|0.04|R|F|1992-11-25|1992-12-22|1992-12-02|COLLECT COD|AIR|ts are quickly around the|0|3827|0|3827|3827|39|
5378|62|9|2|46.00|4425.48|0.01|0.04|A|F|1993-02-17|1993-01-20|1993-02-26|COLLECT COD|REG AIR|into beans sleep. fu|0|0|0|4381|4381|46|
5378|10|7|3|18.00|1638.02|0.02|0.03|R|F|1992-11-25|1992-12-21|1992-12-10|COLLECT COD|FOB|onic accounts was bold, |0|1605|0|1605|1605|18|
5379|199|1|1|40.00|4396.76|0.01|0.08|N|O|1995-10-01|1995-10-19|1995-10-30|COLLECT COD|MAIL|carefully final accounts haggle blithely. |4353|0|0|4353|4353|40|
5380|182|3|1|14.00|1515.05|0.10|0.01|N|O|1997-12-18|1997-12-03|1998-01-06|NONE|RAIL|final platelets.|1364|0|0|1364|1364|14|
5380|147|6|2|10.00|1047.14|0.09|0.05|N|O|1997-11-24|1998-01-10|1997-12-21|COLLECT COD|AIR|refully pending deposits. special, even t|953|0|0|953|953|10|
5380|184|5|3|40.00|4336.72|0.02|0.08|N|O|1997-12-30|1997-11-27|1998-01-09|DELIVER IN PERSON|SHIP|ar asymptotes. blithely r|4250|0|0|4250|4250|40|
5380|66|3|4|6.00|579.64|0.09|0.05|N|O|1997-11-15|1998-01-08|1997-12-11|COLLECT COD|MAIL|es. fluffily brave accounts across t|527|0|0|527|527|6|
5380|107|8|5|48.00|4834.08|0.04|0.03|N|O|1997-12-01|1997-12-28|1997-12-05|DELIVER IN PERSON|FOB|encies haggle car|4641|0|0|4641|4641|48|
5381|188|9|1|37.00|4026.27|0.04|0.01|A|F|1993-04-08|1993-04-07|1993-04-12|DELIVER IN PERSON|SHIP|ly final deposits print carefully. unusua|0|0|0|3865|3865|37|
5381|111|8|2|48.00|4853.33|0.04|0.03|R|F|1993-04-22|1993-04-17|1993-05-14|TAKE BACK RETURN|FOB|luffily spec|0|4659|0|4659|4659|48|
5381|192|3|3|13.00|1419.85|0.08|0.03|R|F|1993-05-09|1993-04-26|1993-05-25|NONE|FOB|s after the f|0|1306|0|1306|1306|13|
5381|168|3|4|17.00|1815.87|0.05|0.05|R|F|1993-05-25|1993-04-14|1993-06-17|NONE|MAIL|ckly final requests haggle qui|0|1725|0|1725|1725|17|
5381|63|8|5|49.00|4718.99|0.06|0.02|R|F|1993-05-08|1993-04-07|1993-06-03|NONE|FOB| accounts. regular, regula|0|4436|0|4436|4436|49|
5381|132|3|6|33.00|3406.03|0.10|0.00|A|F|1993-04-09|1993-04-03|1993-04-22|DELIVER IN PERSON|SHIP|ly special deposits |0|0|0|3065|3065|33|
5381|44|3|7|31.00|2926.52|0.04|0.05|A|F|1993-04-10|1993-03-22|1993-04-13|TAKE BACK RETURN|MAIL|the carefully expre|0|0|0|2809|2809|31|
5382|153|8|1|34.00|3580.71|0.03|0.03|R|F|1992-02-22|1992-02-18|1992-03-02|DELIVER IN PERSON|FOB|gular accounts. even accounts integrate|0|3473|0|3473|3473|34|
5382|55|3|2|13.00|1241.57|0.09|0.06|A|F|1992-01-16|1992-03-12|1992-02-06|NONE|MAIL|eodolites. final foxes |0|0|0|1130|1130|13|
5382|149|10|3|3.00|314.74|0.10|0.06|A|F|1992-03-22|1992-03-06|1992-04-19|TAKE BACK RETURN|AIR|efully unusua|0|0|0|283|283|3|
5382|62|9|4|20.00|1924.12|0.08|0.02|A|F|1992-03-26|1992-02-17|1992-04-15|DELIVER IN PERSON|FOB|carefully regular accounts. slyly ev|0|0|0|1770|1770|20|
5382|177|8|5|14.00|1508.04|0.02|0.02|A|F|1992-04-05|1992-04-05|1992-05-04|TAKE BACK RETURN|FOB| brave platelets. ev|0|0|0|1478|1478|14|
5382|180|9|6|6.00|648.11|0.02|0.01|A|F|1992-03-07|1992-04-02|1992-03-18|TAKE BACK RETURN|FOB|y final foxes by the sl|0|0|0|635|635|6|
5382|105|2|7|48.00|4824.48|0.05|0.05|A|F|1992-02-14|1992-03-19|1992-02-25|DELIVER IN PERSON|REG AIR|nts integrate quickly ca|0|0|0|4583|4583|48|
5383|96|7|1|12.00|1195.31|0.04|0.00|N|O|1995-07-02|1995-08-16|1995-08-01|TAKE BACK RETURN|AIR|y regular instructi|1147|0|0|1147|1147|12|
5408|102|7|1|2.00|200.42|0.07|0.04|R|F|1992-08-21|1992-10-03|1992-08-28|DELIVER IN PERSON|MAIL|cross the dolphins h|0|186|0|186|186|2|
5408|118|2|2|35.00|3563.39|0.04|0.05|R|F|1992-10-02|1992-10-17|1992-10-13|TAKE BACK RETURN|AIR|thely ironic requests alongside of the sl|0|3421|0|3421|3421|35|
5408|76|6|3|34.00|3318.64|0.10|0.02|A|F|1992-10-22|1992-08-25|1992-11-16|DELIVER IN PERSON|TRUCK|requests detect blithely a|0|0|0|2987|2987|34|
5408|54|2|4|48.00|4579.44|0.04|0.05|R|F|1992-09-30|1992-08-27|1992-10-27|NONE|TRUCK|. furiously regular |0|4396|0|4396|4396|48|
5408|183|4|5|8.00|866.54|0.03|0.07|A|F|1992-10-24|1992-09-06|1992-11-03|NONE|AIR|thely regular hocke|0|0|0|841|841|8|
5409|194|8|1|27.00|2954.31|0.01|0.02|A|F|1992-02-14|1992-03-18|1992-02-23|DELIVER IN PERSON|AIR|eodolites |0|0|0|2925|2925|27|
5409|104|5|2|38.00|3815.58|0.01|0.02|A|F|1992-03-17|1992-03-29|1992-04-13|NONE|REG AIR|onic, regular accounts! blithely even|0|0|0|3777|3777|38|
5409|141|10|3|17.00|1769.94|0.07|0.00|A|F|1992-01-13|1992-04-05|1992-01-20|DELIVER IN PERSON|AIR|cross the sil|0|0|0|1646|1646|17|
5409|1|8|4|9.00|810.90|0.07|0.03|A|F|1992-02-15|1992-04-02|1992-02-28|DELIVER IN PERSON|AIR| unusual, unusual reques|0|0|0|754|754|9|
5409|159|10|5|37.00|3918.86|0.06|0.04|R|F|1992-05-07|1992-02-10|1992-05-20|DELIVER IN PERSON|FOB|ously regular packages. packages|0|3684|0|3684|3684|37|
5409|64|3|6|14.00|1349.68|0.03|0.08|R|F|1992-02-14|1992-03-26|1992-02-29|DELIVER IN PERSON|AIR|osits cajole furiously|0|1309|0|1309|1309|14|
5410|117|8|1|48.00|4882.13|0.04|0.08|N|O|1998-09-27|1998-09-11|1998-10-01|TAKE BACK RETURN|AIR| about the slyly even courts. quickly regul|4687|0|0|4687|4687|48|
5410|105|8|2|41.00|4120.91|0.01|0.07|N|O|1998-08-25|1998-10-20|1998-09-01|DELIVER IN PERSON|REG AIR|sly. slyly ironic theodolites|4080|0|0|4080|4080|41|
5410|29|4|3|40.00|3716.08|0.07|0.08|N|O|1998-11-17|1998-10-02|1998-11-27|COLLECT COD|TRUCK|iously special accounts are along th|3456|0|0|3456|3456|40|
5410|50|7|4|8.00|760.04|0.05|0.04|N|O|1998-09-12|1998-10-22|1998-09-22|DELIVER IN PERSON|TRUCK|ly. fluffily ironic platelets alon|722|0|0|722|722|8|
5411|96|9|1|17.00|1693.35|0.05|0.01|N|O|1997-07-22|1997-07-14|1997-07-30|TAKE BACK RETURN|REG AIR| slyly slyly even deposits. carefully b|1609|0|0|1609|1609|17|
5411|113|7|2|10.00|1013.11|0.08|0.01|N|O|1997-07-19|1997-08-04|1997-07-26|TAKE BACK RETURN|MAIL|nding, special foxes unw|932|0|0|932|932|10|
5411|56|7|3|5.00|478.03|0.10|0.01|N|O|1997-09-12|1997-08-03|1997-09-23|DELIVER IN PERSON|FOB| bold, ironic theodo|430|0|0|430|430|5|
5411|129|8|4|15.00|1543.68|0.08|0.05|N|O|1997-07-01|1997-07-15|1997-07-07|COLLECT COD|RAIL|attainments sleep slyly ironic|1420|0|0|1420|1420|15|
5411|4|5|5|19.00|1717.60|0.05|0.08|N|O|1997-05-25|1997-07-30|1997-06-19|COLLECT COD|RAIL|ial accounts according to the f|1632|0|0|1632|1632|19|
5412|54|9|1|2.00|190.81|0.03|0.07|N|O|1998-04-14|1998-04-02|1998-04-19|TAKE BACK RETURN|REG AIR| sleep above the furiou|185|0|0|185|185|2|
5412|66|1|2|48.00|4637.09|0.01|0.08|N|O|1998-02-22|1998-03-28|1998-03-18|TAKE BACK RETURN|TRUCK|s. slyly final packages cajole blithe|4591|0|0|4591|4591|48|
5412|74|2|3|31.00|3019.62|0.05|0.08|N|O|1998-03-23|1998-04-17|1998-04-10|NONE|SHIP|t the accounts detect slyly about the c|2869|0|0|2869|2869|31|
5412|97|10|4|26.00|2592.43|0.02|0.08|N|O|1998-01-22|1998-04-19|1998-02-17|NONE|AIR| the blithel|2541|0|0|2541|2541|26|
5413|126|7|1|48.00|4925.38|0.02|0.08|N|O|1998-01-25|1997-11-20|1998-02-22|COLLECT COD|SHIP| theodolites. furiously ironic instr|4827|0|0|4827|4827|48|
5413|142|9|2|37.00|3855.92|0.02|0.07|N|O|1997-12-08|1998-01-01|1997-12-13|COLLECT COD|TRUCK|usly bold instructions affix idly unusual, |3779|0|0|3779|3779|37|
5413|111|8|3|36.00|3640.00|0.02|0.07|N|O|1997-12-12|1997-11-28|1997-12-25|NONE|TRUCK|ular, regular ideas mold! final requests|3567|0|0|3567|3567|36|
5413|110|3|4|22.00|2222.24|0.02|0.08|N|O|1997-11-10|1997-11-24|1997-11-22|DELIVER IN PERSON|FOB|posits. quick|2178|0|0|2178|2178|22|
5413|189|10|5|5.00|544.59|0.10|0.01|N|O|1997-11-28|1997-11-24|1997-12-05|NONE|RAIL|tes are al|490|0|0|490|490|5|
5413|190|1|6|32.00|3488.61|0.02|0.03|N|O|1997-10-28|1998-01-03|1997-11-10|NONE|TRUCK|refully special package|3419|0|0|3419|3419|32|
5413|31|7|7|32.00|2979.30|0.06|0.07|N|O|1997-10-23|1997-12-09|1997-11-17|NONE|TRUCK|he quickly ironic ideas. slyly ironic ide|2801|0|0|2801|2801|32|
5414|68|9|1|40.00|3872.24|0.07|0.06|R|F|1993-04-07|1993-05-18|1993-04-23|COLLECT COD|AIR|ts are evenly across|0|3601|0|3601|3601|40|
5414|123|8|2|48.00|4910.98|0.06|0.07|R|F|1993-06-08|1993-05-14|1993-07-06|DELIVER IN PERSON|FOB| silent dolphins; fluffily regular tithe|0|4616|0|4616|4616|48|
5414|35|1|3|23.00|2150.57|0.10|0.00|A|F|1993-07-22|1993-05-26|1993-08-08|COLLECT COD|MAIL|e bold, express dolphins. spec|0|0|0|1936|1936|23|
5414|133|4|4|15.00|1549.70|0.06|0.08|R|F|1993-05-18|1993-06-09|1993-05-27|DELIVER IN PERSON|REG AIR|e slyly about the carefully regula|0|1457|0|1457|1457|15|
5414|9|2|5|19.00|1727.10|0.01|0.05|R|F|1993-04-06|1993-05-12|1993-05-02|DELIVER IN PERSON|RAIL|ffily silent theodolites na|0|1710|0|1710|1710|19|
5414|98|1|6|28.00|2794.65|0.10|0.05|A|F|1993-03-27|1993-06-04|1993-04-07|TAKE BACK RETURN|SHIP|ts sleep sl|0|0|0|2515|2515|28|
5415|102|5|1|44.00|4409.24|0.00|0.06|A|F|1992-08-19|1992-10-26|1992-09-17|TAKE BACK RETURN|TRUCK| requests. unusual theodolites sleep agains|0|0|0|4409|4409|44|
5415|31|7|2|16.00|1489.65|0.08|0.00|A|F|1992-09-29|1992-09-12|1992-10-10|NONE|AIR|pinto beans haggle furiously|0|0|0|1370|1370|16|
5415|102|7|3|6.00|601.26|0.10|0.03|A|F|1992-10-28|1992-09-09|1992-11-20|COLLECT COD|RAIL|ges around the fur|0|0|0|541|541|6|
5415|16|7|4|43.00|3938.84|0.01|0.02|R|F|1992-11-17|1992-09-14|1992-12-14|DELIVER IN PERSON|SHIP|yly blithely stealthy deposits. carefu|0|3899|0|3899|3899|43|
5415|161|6|5|11.00|1167.28|0.00|0.01|R|F|1992-11-22|1992-10-19|1992-12-10|DELIVER IN PERSON|SHIP|gle among t|0|1167|0|1167|1167|11|
5415|144|1|6|46.00|4803.04|0.03|0.03|R|F|1992-08-25|1992-09-10|1992-09-22|DELIVER IN PERSON|REG AIR|ve the fluffily |0|4659|0|4659|4659|46|
5415|153|4|7|11.00|1158.47|0.08|0.06|A|F|1992-08-21|1992-09-04|1992-08-23|NONE|TRUCK|unts maintain carefully unusual|0|0|0|1066|1066|11|
5440|115|2|1|3.00|304.53|0.02|0.08|N|O|1997-02-18|1997-02-28|1997-03-15|NONE|SHIP|y. accounts haggle along the blit|298|0|0|298|298|3|
5441|164|1|1|3.00|319.25|0.00|0.02|R|F|1994-08-12|1994-10-14|1994-09-01|TAKE BACK RETURN|REG AIR|are. unusual, |0|319|0|319|319|3|
5441|131|2|2|49.00|5052.54|0.02|0.03|A|F|1994-09-23|1994-09-22|1994-10-22|NONE|FOB|ording to the furio|0|0|0|4951|4951|49|
5441|144|3|3|33.00|3445.66|0.09|0.02|R|F|1994-10-09|1994-10-06|1994-10-30|DELIVER IN PERSON|TRUCK|ges. final instruction|0|3136|0|3136|3136|33|
5441|67|4|4|47.00|4545.18|0.07|0.08|R|F|1994-11-19|1994-10-16|1994-12-16|TAKE BACK RETURN|FOB|ounts wake slyly about the express instr|0|4227|0|4227|4227|47|
5442|42|5|1|16.00|1507.26|0.00|0.00|N|O|1998-04-12|1998-03-03|1998-05-04|TAKE BACK RETURN|RAIL|r packages. accounts haggle dependencies. f|1507|0|0|1507|1507|16|
5442|88|9|2|45.00|4446.36|0.08|0.01|N|O|1998-03-30|1998-02-24|1998-04-18|TAKE BACK RETURN|AIR|old slyly after |4091|0|0|4091|4091|45|
5442|61|8|3|12.00|1153.27|0.01|0.08|N|O|1998-04-15|1998-03-18|1998-05-05|DELIVER IN PERSON|TRUCK|fully final|1142|0|0|1142|1142|12|
5442|158|9|4|21.00|2222.12|0.07|0.06|N|O|1998-03-13|1998-02-19|1998-04-06|COLLECT COD|MAIL|ffily furiously ironic theodolites. furio|2067|0|0|2067|2067|21|
5442|16|7|5|25.00|2290.03|0.04|0.00|N|O|1998-03-29|1998-02-13|1998-04-13|TAKE BACK RETURN|REG AIR|ake furiously. slyly express th|2198|0|0|2198|2198|25|
5442|144|3|6|26.00|2714.76|0.08|0.07|N|O|1998-03-21|1998-03-21|1998-03-25|TAKE BACK RETURN|AIR|have to sleep furiously bold ideas. blith|2498|0|0|2498|2498|26|
5443|178|9|1|14.00|1509.44|0.02|0.00|N|O|1996-10-27|1996-11-11|1996-11-21|DELIVER IN PERSON|RAIL|s after the regular, regular deposits hag|1479|0|0|1479|1479|14|
5443|72|3|2|39.00|3791.07|0.03|0.07|N|O|1996-11-01|1996-11-30|1996-11-19|NONE|RAIL|gage carefully across the furiously|3677|0|0|3677|3677|39|
5443|160|5|3|25.00|2650.40|0.05|0.00|N|O|1996-12-07|1997-01-08|1997-01-05|NONE|FOB|use carefully above the pinto bea|2518|0|0|2518|2518|25|
5443|191|4|4|6.00|654.71|0.05|0.02|N|O|1996-11-17|1996-12-03|1996-11-30|TAKE BACK RETURN|AIR|p fluffily foxe|622|0|0|622|622|6|
5443|83|4|5|40.00|3932.32|0.03|0.03|N|O|1997-01-28|1996-12-10|1997-02-13|NONE|FOB|n courts. special re|3814|0|0|3814|3814|40|
5444|186|7|1|21.00|2280.98|0.01|0.07|A|F|1995-04-11|1995-04-25|1995-04-21|DELIVER IN PERSON|RAIL|ar packages haggle above th|2258|0|0|2258|2258|21|
5444|43|6|2|40.00|3772.16|0.05|0.08|N|O|1995-07-09|1995-04-25|1995-07-19|COLLECT COD|TRUCK|ously bold ideas. instructions wake slyl|3584|0|0|3584|3584|40|
5444|150|9|3|40.00|4200.60|0.08|0.01|A|F|1995-04-06|1995-05-08|1995-05-06|DELIVER IN PERSON|AIR| even packages.|3865|0|0|3865|3865|40|
5444|59|4|4|33.00|3164.87|0.05|0.04|N|O|1995-06-24|1995-04-24|1995-07-13|DELIVER IN PERSON|SHIP|ut the courts cajole blithely excuses|3007|0|0|3007|3007|33|
5444|171|9|5|21.00|2249.46|0.04|0.00|R|F|1995-05-05|1995-05-25|1995-05-29|TAKE BACK RETURN|REG AIR|aves serve sly|2159|2159|0|2159|2159|21|
5444|20|7|6|21.00|1932.04|0.07|0.01|A|F|1995-03-30|1995-05-01|1995-03-31|COLLECT COD|AIR|furiously even theodolites.|1797|0|0|1797|1797|21|
5445|90|1|1|33.00|3267.30|0.08|0.07|A|F|1993-10-21|1993-10-14|1993-10-28|DELIVER IN PERSON|REG AIR|ests. final instructions|0|0|0|3006|3006|33|
5445|131|2|2|12.00|1237.36|0.09|0.08|R|F|1993-11-02|1993-09-05|1993-11-26|COLLECT COD|FOB| slyly pending pinto beans was slyly al|0|1126|0|1126|1126|12|
5445|103|8|3|46.00|4614.26|0.04|0.07|A|F|1993-10-06|1993-09-15|1993-10-28|DELIVER IN PERSON|RAIL|old depend|0|0|0|4430|4430|46|
5445|149|10|4|10.00|1049.14|0.08|0.06|A|F|1993-09-16|1993-10-05|1993-10-01|NONE|TRUCK|ncies abou|0|0|0|965|965|10|
5445|13|10|5|14.00|1278.21|0.00|0.02|R|F|1993-11-19|1993-10-18|1993-12-07|NONE|RAIL| requests. bravely i|0|1278|0|1278|1278|14|
5446|190|1|1|27.00|2943.51|0.05|0.07|R|F|1994-07-21|1994-08-25|1994-08-17|TAKE BACK RETURN|RAIL|ously across the quic|0|2796|0|2796|2796|27|
5447|99|1|1|31.00|3097.18|0.09|0.03|N|O|1996-07-14|1996-05-07|1996-07-17|COLLECT COD|SHIP| foxes sleep. blithely unusual accounts det|2818|0|0|2818|2818|31|
5472|59|10|1|27.00|2589.44|0.09|0.06|A|F|1993-08-04|1993-07-07|1993-09-03|COLLECT COD|TRUCK|fily pending attainments. unus|0|0|0|2356|2356|27|
5472|68|3|2|28.00|2710.57|0.00|0.03|A|F|1993-07-28|1993-05-28|1993-08-11|TAKE BACK RETURN|FOB|ffily pendin|0|0|0|2711|2711|28|
5472|178|7|3|45.00|4851.77|0.06|0.02|R|F|1993-06-05|1993-05-14|1993-06-10|NONE|TRUCK| idle packages. furi|0|4561|0|4561|4561|45|
5472|184|5|4|37.00|4011.47|0.07|0.05|R|F|1993-06-15|1993-07-03|1993-07-09|DELIVER IN PERSON|RAIL|egrate carefully dependencies. |0|3731|0|3731|3731|37|
5472|75|6|5|40.00|3900.28|0.02|0.05|A|F|1993-04-13|1993-07-04|1993-05-04|NONE|REG AIR|e requests detect furiously. ruthlessly un|0|0|0|3822|3822|40|
5472|167|2|6|39.00|4161.92|0.02|0.03|R|F|1993-04-18|1993-07-10|1993-05-12|TAKE BACK RETURN|MAIL|uriously carefully |0|4079|0|4079|4079|39|
5472|15|5|7|1.00|91.50|0.03|0.02|A|F|1993-04-14|1993-06-28|1993-04-16|NONE|RAIL|s use furiou|0|0|0|89|89|1|
5473|48|5|1|9.00|853.24|0.03|0.07|R|F|1992-06-03|1992-05-30|1992-06-09|TAKE BACK RETURN|AIR| excuses sleep blithely! regular dep|0|828|0|828|828|9|
